country,question_id,question,answer_2024,explanation_2024,review_note,updated_answer,updated_explanation,final_answer,final_explanation,dimension,response_scoring,awarded_score
Bulgaria,I17,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,"Social challenges in the ""Education"" sector are annually presented in the form of open data on the National Portal, on the basis of which high school applicants can analyze their chances of ranking in certain educational institutions. Statistics and criteria for the current year are maintained and published by the Ministry of Education. There is data on schools, profiles and specialties suitable for disadvantaged youth - youth at social risk or who have dropped out of the education system to continue their education, get basic knowledge and guidance in choosing a profession.
https://data.egov.bg/data/view/b56288b6-25aa-4049-9aa6-de2cd4cdabf8
https://data.egov.bg/data?access=&q=%D0%B8%D0%B7%D0%BA%D0%BB%D1%8E%D1%87%D0%B2%D0%B0%D0 %BD%D0%B5+%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5&page=2
https://data.egov.bg/data/view/342373b3-ff81-411e-ab01-1bfe597e8348
https://web.mon.bg/bg/1

""Access to information"" program - cases received with a request for legal comment or advice are recorded and determined according to several criteria. This allows the arrangement of all the case studies and the comments on them in a database, which allows them to be systematized over time, as well as allowing various statistical inquiries to be made:
Legal Qualification – This criterion determines the type of right violated.
Institution – This criterion indicates the institution that the information seeker has contacted or wishes to contact.
Type of legal aid provided
https://www.aip-bg.org/cases/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA %D0%B0/
https://www.aip-bg.org/trainings/ Foundation Program Access to Information

The State Agency for Child Protection maintains statistical resources based on information and analytical reports for children at risk, refugees, raised and educated in specialized institutions.
https://sacp.government.bg/%D1%81%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0",Confirm,,,no,"Social challenges in the ""Education"" sector are annually presented in the form of open data on the National Portal, on the basis of which high school applicants can analyze their chances of ranking in certain educational institutions. Statistics and criteria for the current year are maintained and published by the Ministry of Education. There is data on schools, profiles and specialties suitable for disadvantaged youth - youth at social risk or who have dropped out of the education system to continue their education, get basic knowledge and guidance in choosing a profession.
https://data.egov.bg/data/view/b56288b6-25aa-4049-9aa6-de2cd4cdabf8
https://data.egov.bg/data?access=&q=%D0%B8%D0%B7%D0%BA%D0%BB%D1%8E%D1%87%D0%B2%D0%B0%D0 %BD%D0%B5+%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5&page=2
https://data.egov.bg/data/view/342373b3-ff81-411e-ab01-1bfe597e8348
https://web.mon.bg/bg/1

""Access to information"" program - cases received with a request for legal comment or advice are recorded and determined according to several criteria. This allows the arrangement of all the case studies and the comments on them in a database, which allows them to be systematized over time, as well as allowing various statistical inquiries to be made:
Legal Qualification – This criterion determines the type of right violated.
Institution – This criterion indicates the institution that the information seeker has contacted or wishes to contact.
Type of legal aid provided
https://www.aip-bg.org/cases/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA %D0%B0/
https://www.aip-bg.org/trainings/ Foundation Program Access to Information

The State Agency for Child Protection maintains statistical resources based on information and analytical reports for children at risk, refugees, raised and educated in specialized institutions.
https://sacp.government.bg/%D1%81%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",0.0
Bulgaria,I2,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.",Confirm,,,yes,"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
Bulgaria,I27,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",no,"Bulgarian Small and Medium Enterprises Promotion Agency publishes information about all its initiatives in one place, which leads to increased visibility and economic impact. It also publishes regular reports on the state of SMEs with information on newly established enterprises in the country by year. Entrepreneurship contributes to employment, prosperity, competitiveness and economic growth. Encouraging entrepreneurship and the creation of start-ups is of crucial importance for the development and competitiveness of the Bulgarian economy as well as nationally as well as regionally. Open Data is a key resource for the development of SMEs and especially startups. 
https://e-sme.government.bg/Public/RegisterMSP#
https://www.sme.government.bg/uploads/2023/03/%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94_%D0%9C%D0%A1%D0%9F-2022.pdf

The National Institute of Statistics provides extensive information on unemployment and various types of indices
https://nsi.bg/bg
https://infostat.nsi.bg/infostat/pages/module.jsf?x_2=13
https://nsi.bg/bg/content/7697/%D0%B1%D1%80%D0%BE%D0%B9-%D0%BD%D0%B0-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%D1%82%D0%B0

Ministry of Labor and Social Policy and
Employment agencies announce daily vacancies
https://www.az.government.bg/bg/ejobs/view_prl/
The Executive Agency for Small and Medium Enterpriseshttps://www.sme.government.bg/

Innovations and project proposals is on the page of https://www.mig.government.bg/",Confirm,,,no,"Bulgarian Small and Medium Enterprises Promotion Agency publishes information about all its initiatives in one place, which leads to increased visibility and economic impact. It also publishes regular reports on the state of SMEs with information on newly established enterprises in the country by year. Entrepreneurship contributes to employment, prosperity, competitiveness and economic growth. Encouraging entrepreneurship and the creation of start-ups is of crucial importance for the development and competitiveness of the Bulgarian economy as well as nationally as well as regionally. Open Data is a key resource for the development of SMEs and especially startups. 
https://e-sme.government.bg/Public/RegisterMSP#
https://www.sme.government.bg/uploads/2023/03/%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94_%D0%9C%D0%A1%D0%9F-2022.pdf

The National Institute of Statistics provides extensive information on unemployment and various types of indices
https://nsi.bg/bg
https://infostat.nsi.bg/infostat/pages/module.jsf?x_2=13
https://nsi.bg/bg/content/7697/%D0%B1%D1%80%D0%BE%D0%B9-%D0%BD%D0%B0-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%D1%82%D0%B0

Ministry of Labor and Social Policy and
Employment agencies announce daily vacancies
https://www.az.government.bg/bg/ejobs/view_prl/
The Executive Agency for Small and Medium Enterpriseshttps://www.sme.government.bg/

Innovations and project proposals is on the page of https://www.mig.government.bg/",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",0.0
Bulgaria,I9,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,,Confirm,,,yes,,Impact,"{'yes': 40, 'no': 0, ""i don't know"": 0}",40.0
Bulgaria,P1,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,"https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-legal/opendata-legal-national 
The policy has been included in the Access to Public Information Act, the Ordinance on the standard terms and conditions for public sector information reuse and its publishing in open format, which contains specific provisions regarding publishing and reuse of public information in open format and in Decisions of the Council of Ministers approving the List of data sets by priority areas to be published in open format annually. The Act and the Ordinance settle the provisions regarding the right of access to public information, as well as the reuse of the public sector information. 
Pursuant the Electronic Government Act the Ministry of e-Government (MEG)  issues methodical guidelines and supports the administrations in defining the structure and contents of the datasets to be published on the Open Data Portal of the Republic of Bulgaria under the Access to Public Information Act.
The updated National eGovernment Strategy and the Roadmap for its implementation  including open data, and builds on the implementation of the objectives after 2018.
https://egov.government.bg/wps/portal/ministry-meu/strategies-policies/strategic-documents

Second Action Plan of the Republic of Bulgaria under  the “Open Government Partnership”: http://www.strategy.bg/Articles/View.aspx?lang=bg-BG&categoryId=&Id=15&y=&m=&d
Third Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: http://www.strategy.bg/PublicConsultations/View.aspx?lang=bg-BG&Id=2130
The Fourth Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: 
http://www.strategy.bg/Articles/List.aspx?lang=bg-BG&categoryId=17

Digital Bulgaria 2025, Roadmap and Reports:
https://egov.government.bg/wps/portal/ministry-meu/digital.transformation/itis-national-strategic-documents/np-digital-bulgaria-2025",Confirm,,,yes,"https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-legal/opendata-legal-national 
The policy has been included in the Access to Public Information Act, the Ordinance on the standard terms and conditions for public sector information reuse and its publishing in open format, which contains specific provisions regarding publishing and reuse of public information in open format and in Decisions of the Council of Ministers approving the List of data sets by priority areas to be published in open format annually. The Act and the Ordinance settle the provisions regarding the right of access to public information, as well as the reuse of the public sector information. 
Pursuant the Electronic Government Act the Ministry of e-Government (MEG)  issues methodical guidelines and supports the administrations in defining the structure and contents of the datasets to be published on the Open Data Portal of the Republic of Bulgaria under the Access to Public Information Act.
The updated National eGovernment Strategy and the Roadmap for its implementation  including open data, and builds on the implementation of the objectives after 2018.
https://egov.government.bg/wps/portal/ministry-meu/strategies-policies/strategic-documents

Second Action Plan of the Republic of Bulgaria under  the “Open Government Partnership”: http://www.strategy.bg/Articles/View.aspx?lang=bg-BG&categoryId=&Id=15&y=&m=&d
Third Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: http://www.strategy.bg/PublicConsultations/View.aspx?lang=bg-BG&Id=2130
The Fourth Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: 
http://www.strategy.bg/Articles/List.aspx?lang=bg-BG&categoryId=17

Digital Bulgaria 2025, Roadmap and Reports:
https://egov.government.bg/wps/portal/ministry-meu/digital.transformation/itis-national-strategic-documents/np-digital-bulgaria-2025",Policy,"{'yes': 40, 'no': 0, 'other': 40}",40.0
Bulgaria,P13,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",no,Ministry of e-Government,Confirm,No,"Yes, in Bulgaria the Ministry of e-Government holds the primary responsibility for coordinating the open data policy, managing the National Open Data Portal (data.egov.bg), and issuing methodological guidelines for data publication. These responsibilities are regulated under Article 7v, paragraph 2, item 17 of the Electronic Governance Act",No,"Yes, in Bulgaria the Ministry of e-Government holds the primary responsibility for coordinating the open data policy, managing the National Open Data Portal (data.egov.bg), and issuing methodological guidelines for data publication. These responsibilities are regulated under Article 7v, paragraph 2, item 17 of the Electronic Governance Act",Policy,"{'yes': 40, 'no': 0}",0.0
Bulgaria,P16,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.",few public bodies,,Complement,Few public bodies,"Local and regional public bodies in Bulgaria carry out open data initiatives to a limited extent, with significant variation between individual administrations. Some larger municipalities (e.g. Sofia Municipality, Burgas, Plovdiv) demonstrate a certain level of activity — most often by publishing data on the national portal (data.egov.bg). However, the majority of municipalities and regional administrations lack capacity, resources, and institutional focus, which results in weak or merely symbolic engagement.",Few public bodies,"Local and regional public bodies in Bulgaria carry out open data initiatives to a limited extent, with significant variation between individual administrations. Some larger municipalities (e.g. Sofia Municipality, Burgas, Plovdiv) demonstrate a certain level of activity — most often by publishing data on the national portal (data.egov.bg). However, the majority of municipalities and regional administrations lack capacity, resources, and institutional focus, which results in weak or merely symbolic engagement.",Policy,"{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}",5.0
Bulgaria,P2,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",not applicable,"The open data principles are embedded in the National Updated eGovernment Strategy 2019-2025 - https://e-gov.bg/wps/wcm/connect/e-gov.bg-18083/1506d64e-0f16-4954-ba0b-dfd77ae58184/%D0%A1%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F+%D0%B7%D0%B0+%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D0%B5+%D0%BD%D0%B0+%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D1%82%D0%BE+%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+2019-2025.pdf?MOD=AJPERES&CVID=nyx-ndJ&useDefaultText=0&useDefaultDesc=0
The Strategy provides for:
- the implementation of a Registry reform, which clearly provides for open data;
- decreasing the use of unstructured data;  
obligatory compliance with the open data principle (data generated by the public sector shall be in an open 
-machine-readable format, allowing for their reuse)",Confirm,,,not applicable,"The open data principles are embedded in the National Updated eGovernment Strategy 2019-2025 - https://e-gov.bg/wps/wcm/connect/e-gov.bg-18083/1506d64e-0f16-4954-ba0b-dfd77ae58184/%D0%A1%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F+%D0%B7%D0%B0+%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D0%B5+%D0%BD%D0%B0+%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D1%82%D0%BE+%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+2019-2025.pdf?MOD=AJPERES&CVID=nyx-ndJ&useDefaultText=0&useDefaultDesc=0
The Strategy provides for:
- the implementation of a Registry reform, which clearly provides for open data;
- decreasing the use of unstructured data;  
obligatory compliance with the open data principle (data generated by the public sector shall be in an open 
-machine-readable format, allowing for their reuse)",Policy,"{'yes': 40, 'no': 0, 'not applicable': 40}",40.0
Bulgaria,P22,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",yes,"2024:
The internal processes of the organization are based on the requirements in the Access to Public Information Act, where it is regulated that public sector organizations create, maintain, update and publish in their profile in the Open Data Portal datasets and metadata to them, defined by the order of art. 15b of the Law on Access to Public Information. In this regard, the designated data officers of each organization pursuant to Art. 8, paragraph 3 of the Ordinance plan, publish and update the already published data on the portal. As the planning of the new data sets for publication of the POD is carried out by these officials, based on an internal review of the data and systems, including the upgraded or newly created information systems, registers or databases agreed according to the order of Art. 58a of the Law on Electronic Government. Employees give their annual proposals to the leaders of their organizations. The approved proposals are included in the annual operational plans of each organization, are submitted as a plan in the Integrated Information System of the State Administration (IISDA) and are checked by the officials authorized by the Minister of e-Government under Art. 43 of ZDOI. The obligations of these persons are charged with an order (accompanied by publication instructions) on the model of the Minister of e-Government and are published on the portal. The general procedure for planning, prioritizing, publishing and updating information is outlined in the portal. Specific procedures for different organizations may be spelled out in internal procedures or rules at the discretion of the specific manager.
2023:
o Each year, since the Directive 37/2013/EU was implemented in the national legislative framework, the Council of Ministers adopts action plans for gradual opening of the numerous datasets in prioritised fields. This action plans are in the form of a Decision of the Council of Ministers, which includes also the list of datasets to be published in the current year by the public bodies. So far, the adopted decisions are as follows: Decision No. 103 of the Council of Ministers (CoM)dated 17 February 2015 on approving the List of data sets by priority area to be published in open format;
o Decision  No. 214 of the Council of Ministers dated 25 March 2016 on approving the List of data sets by priority area to be published in open format;
o Decision No. 897 of the Council of Ministers dated 21 October 2016 on amending and supplementing  of Decision No. 214 of the CoM dated 25 March 2016
o Decision No. 436 of the Council of Ministers of 04 August 2017 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
o Decision No. 54 of the Council of Ministers of 01 February 2019 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 435 of the Council of Ministers of 03 July 2020 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 567 of the Council of Ministers of 30 July 2021 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 406 of the Council of Ministers of 23 June 2022 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/legislation/opendata-legal-national/",Complement,Yes,"In Bulgaria, public bodies are legally required to develop and publish annual open data publication plans. This obligation is stipulated in Article 15a of the Access to Public Information Act (Закон за достъп до обществена информация - ЗДОИ), which mandates each administrative structure to annually publish a list of data categories intended for release, along with the formats in which this information will be accessible. These publication plans are typically made available through the National Open Data Portal: https://data.egov.bg. The key aspects covered in these plans include: Identification of datasets maintained by the public body; Specification of the formats in which the data will be published, ensuring they are open and machine-readable; Timelines for the phased publication of the datasets.",Yes,"In Bulgaria, public bodies are legally required to develop and publish annual open data publication plans. This obligation is stipulated in Article 15a of the Access to Public Information Act (Закон за достъп до обществена информация - ЗДОИ), which mandates each administrative structure to annually publish a list of data categories intended for release, along with the formats in which this information will be accessible. These publication plans are typically made available through the National Open Data Portal: https://data.egov.bg. The key aspects covered in these plans include: Identification of datasets maintained by the public body; Specification of the formats in which the data will be published, ensuring they are open and machine-readable; Timelines for the phased publication of the datasets.",Policy,"{'yes': 20, 'no': 0}",20.0
Bulgaria,P24,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",yes,We will plan next revision in policy/strategy revision in 2025 and we will consider the specific findings based on collected data.,Complement,Yes,"Yes. The update of the open data policy in Bulgaria takes place within the broader framework of digital governance processes and through commitments under international initiatives such as the Open Government Partnership (https://www.opengovpartnership.org/documents/bulgaria-action-plan-review-2022-2024/?utm_source=chatgpt.com). The most recent update is linked to the OGP National Action Plan 2022–2024, which includes measures related to transparency and access to data.",Yes,"Yes. The update of the open data policy in Bulgaria takes place within the broader framework of digital governance processes and through commitments under international initiatives such as the Open Government Partnership (https://www.opengovpartnership.org/documents/bulgaria-action-plan-review-2022-2024/?utm_source=chatgpt.com). The most recent update is linked to the OGP National Action Plan 2022–2024, which includes measures related to transparency and access to data.",Policy,"{'yes': 20, 'no': 0}",20.0
Bulgaria,P3,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",no,,Confirm,,,no,,Policy,"{'yes': 20, 'no': 0, 'not applicable': 20}",0.0
Bulgaria,P4,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,"Establish measures for:
o Amendments in the existing legal framework (APIA and relative Ordinance);
o Appoint responsible persons (data officers) from each public body for opening and monitoring the usage of their own data;
o Support public bodies to define their data which to be provided in an open machine readable format;
o Issue guidelines for defining the structure and content of datasets and metadata;
o Motivate public bodies to prioritize datasets and to publish in maximum details high value datasets;
o Develop a channel of communication between public bodies and re-users;
o Increase citizens’ awareness;
o Initiate activities to explore the opinion of the potential users of the open data portal and promote the portal and priority datasets;
o Create a forum/working group with all stakeholders in open data process to engage data community
o Create mechanism for benchmarking of data openness and maturity on national level;
o Conduct a pilot project for cooperation among institutions for measuring the re-use;
o Take action to ensure that consumers are confident about the timeliness of the information by introducing mandatory binding of categories of information in the list within the meaning of Article 15a p.3 of APIA with active links to the place of their publication;
o Develop and validate internal rules / procedures for the maintenance and operation of the Open Data Portal

The updated National eGovernment Strategy ensures the implementation of the current European principles of e-government, introduced at national level, aincluding open data, and builds on the implementation of the objectives after 2018. This Strategy serves as a framework on the basis of which the policy strategies will be created by the relevant administrative bodies and their administrations. The Roadmap for its implementation has also been updated, taking into account the progress made in the implementation of the priorities set so far, as well as the agreements, partnerships and opportunities reached by the administration and its partners for further actions.",Confirm,,,yes,"Establish measures for:
o Amendments in the existing legal framework (APIA and relative Ordinance);
o Appoint responsible persons (data officers) from each public body for opening and monitoring the usage of their own data;
o Support public bodies to define their data which to be provided in an open machine readable format;
o Issue guidelines for defining the structure and content of datasets and metadata;
o Motivate public bodies to prioritize datasets and to publish in maximum details high value datasets;
o Develop a channel of communication between public bodies and re-users;
o Increase citizens’ awareness;
o Initiate activities to explore the opinion of the potential users of the open data portal and promote the portal and priority datasets;
o Create a forum/working group with all stakeholders in open data process to engage data community
o Create mechanism for benchmarking of data openness and maturity on national level;
o Conduct a pilot project for cooperation among institutions for measuring the re-use;
o Take action to ensure that consumers are confident about the timeliness of the information by introducing mandatory binding of categories of information in the list within the meaning of Article 15a p.3 of APIA with active links to the place of their publication;
o Develop and validate internal rules / procedures for the maintenance and operation of the Open Data Portal

The updated National eGovernment Strategy ensures the implementation of the current European principles of e-government, introduced at national level, aincluding open data, and builds on the implementation of the objectives after 2018. This Strategy serves as a framework on the basis of which the policy strategies will be created by the relevant administrative bodies and their administrations. The Roadmap for its implementation has also been updated, taking into account the progress made in the implementation of the priorities set so far, as well as the agreements, partnerships and opportunities reached by the administration and its partners for further actions.",Policy,"{'yes': 20, 'no': 0}",20.0
Estonia,I1,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,"According to Public Information Act (https://www.riigiteataja.ee/en/eli/ee/510122021005/consolide/current) § 3.  Re-use of public information
 (1) The re-use of information is the use of such public information, the public use of which is not restricted by law or pursuant to the procedure established by law (hereinafter open data), by natural persons or legal persons for commercial or non-commercial purposes other than the initial purpose within the public duties for which the information was obtained or produced. The exchange of information between holders of information for the performance of their public duties does not constitute re-use of information.",Confirm,,,yes,"According to Public Information Act (https://www.riigiteataja.ee/en/eli/ee/510122021005/consolide/current) § 3.  Re-use of public information
 (1) The re-use of information is the use of such public information, the public use of which is not restricted by law or pursuant to the procedure established by law (hereinafter open data), by natural persons or legal persons for commercial or non-commercial purposes other than the initial purpose within the public duties for which the information was obtained or produced. The exchange of information between holders of information for the performance of their public duties does not constitute re-use of information.",Impact,"{'yes': 20, 'no': 0}",20.0
Estonia,I10,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,"The MoEAC doing it through meet-ups with other public sector representatives, NGOs, academia, and private sector.

The following answer was partial from our end. A key part in collecting reuse cases is through yearly data maturity assessment, where public bodies are required to provide information on reuse cases, an overview of last years maturity assessment can be found in https://avaandmed.eesti.ee/instructions/public-sector-impact-assessment-of-open-data-2022. We also carry out assessment in the private sector. During the last assessment, we involved roughly 2000 Estonian companies representing different areas and sizes for representative purposes, in addition to interviewing and meeting with representative bodies, universities and clusters. These are regular activities we do to understand private  sector, NGO and other stakeholder needs and requirements regarding open data. During the meetups, focus group interviews and 1-1 interviews, we collect information on data re-use, stakeholder needs, investment requirements and so forth.",Complement,,"Now open data team is a part of the Ministry of Justice and Digital Affairs, not the Ministry of Economics and Communications (MoEAC) and all activities mentioned previous years caried out by the MoEAC are now transfered to the Ministry of Justice and Digital Affairs.",yes,"Now open data team is a part of the Ministry of Justice and Digital Affairs, not the Ministry of Economics and Communications (MoEAC) and all activities mentioned previous years caried out by the MoEAC are now transfered to the Ministry of Justice and Digital Affairs.",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
