country,question_id,title,url,saved_path,file_type,chunk_id,chunk_index,chunk_text,chunk_length_words,dimension,question,query_no,query
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_132,132,"into a single service for the user. 11 Proactive services are direct public services provided by an authority on its own initiative in accordance with the presumed will of persons and based on the data in the databases belonging to the state information system. 12vThe first development plan was approved by the Cabinet in December 2020: https://www.mkm.ee/et/ uudised/ valitsus-kiitis-heaks-jargmised-sammud-sundmusteenuste-arendamisel 13 In Estonian, the word ‘kratt’ refers to a system of artificial intelligence. It is based on a software algorithm which is autonomous and capable of learning and carries out activities traditionally carried out by people. 14 Estonia’s national artificial intelligence strategy for 2019-2021 https://www.mkm.ee/sites/default/files/eesti_kra- tikava_juuli2019.pdf 15 The reliability of artificial intelligence is based on ethical guidelines for AI which have been set as a goal at the EU level. 16 Bürokratt is an interoperable network of public and private sector AI applications which has been linked with state 52 Estonia’s Digital Agenda 2030 information systems and functions as a single channel for direct and information services from the viewpoint of users. See the concept of Bürokratt at https://www.kratid.ee/burokratt 17 A",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_133,133,"AI applications which has been linked with state 52 Estonia’s Digital Agenda 2030 information systems and functions as a single channel for direct and information services from the viewpoint of users. See the concept of Bürokratt at https://www.kratid.ee/burokratt 17 A human-centred digital government is one where the use of digital solutions is not an end in itself but rather a tool for increasing the well-being of people. For people’s trust in digital government to become stable and grow, digital solutions have to be reliable. Reliable digital solutions are dependable, ethical and lawful, guaranteeing the fundamental rights and freedoms of all people. 18 The Personal Data Usage Monitor makes data processing transparent, improving people’s awareness and helping institutions respond to personal data enquiries. The Personal Data Usage Monitor provides a person with an over- view of what has been done with their data and what is displayed in the state portal eesti.ee. It is meant to be linked with public sector information systems which store and process personal data in their databases. 19 A consent service is a digital service linked",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_134,134,"their data and what is displayed in the state portal eesti.ee. It is meant to be linked with public sector information systems which store and process personal data in their databases. 19 A consent service is a digital service linked to the database of an authority, enabling people to give their consent, and view and withdraw it. Data users can view the consents given to them for the issue of data; database adminis- trators can check whether a consent has been given when issuing personal data to the data users. 20 The aim of the green IT initiative is to reduce the negative impact of technologies by designing, producing, using and later processing technologies in an environmentally friendly manner. 21 Privacy technology is a technical measure for ensuring the privacy of a person in a proactive and preventive man- ner. 22 The ‘once-only’ principle means that the same data are not repeatedly requested from users. The principle of reuse refers to an agreement allowing the reuse of data collected by someone else or for another purpose in the creation of",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_135,135,"22 The ‘once-only’ principle means that the same data are not repeatedly requested from users. The principle of reuse refers to an agreement allowing the reuse of data collected by someone else or for another purpose in the creation of new knowledge. 2 The X-Road is a technological and organisational environment enabling a secure Internet-based data exchange between state authorities and the private sector, whereby evidential value is guaranteed. To exchange data, a member of the X-Road describes the shared data and other members can use that data based on an agreement. Thanks to the large number of systems that have joined the X-Road, all members can use the services and data of others to improve their own business processes. 24 Nordic Institute of Interoperability Solutions: https://www.niis.org/ 25 A data embassy is a private cloud solution of the state, allowing for the storage and, where necessary, exploita- tion of data and services at a secure data centre outside the state’s territorial borders. It makes it possible for the Es- tonian state to continue functioning if the operation of data centres",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_136,136,"for the storage and, where necessary, exploita- tion of data and services at a secure data centre outside the state’s territorial borders. It makes it possible for the Es- tonian state to continue functioning if the operation of data centres within its territory is terminated or suspended. 26 The marketplace is a common platform for the procurement of standard IT services in the public sector. 27 English: disruptive innovation 28 English: emerging technologies 29 Mission-based initiatives are innovative (cooperation) initiatives directed at resolving a multi-faceted problem that has a state-wide or broad social impact. 53 Estonia’s Digital Agenda 2030 30 Open innovation means that innovative solutions are created and built openly together with and by various par- ties or even under their leadership, instead of the state or a single authority devising, commissioning and doing everything on its own. 31 English: event-driven microservices and domain-driven design 32 The so-called API-first principle 33 English: code repository 34 English: artifactory 35 A very high capacity network either consists wholly of optical fibre elements at least up to the distribution point at the",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_137,137,"English: event-driven microservices and domain-driven design 32 The so-called API-first principle 33 English: code repository 34 English: artifactory 35 A very high capacity network either consists wholly of optical fibre elements at least up to the distribution point at the serving location or which is capable of delivering under usual peak-time conditions similar network perfor- mance in terms of available down- and uplink bandwidth, resilience, error-related parameters, latency and its varia- tion. 36 Shaping Europe’s digital future: https://ec.europa.eu/info/sites/info/files/communication-shaping-europes-digi- tal-future-feb2020_en_3.pdf 37 A European strategy for data: https://ec.europa.eu/info/sites/info/files/communication-european-strategy-data- 19feb2020_en.pdf 38 Connectivity for a Competitive Digital Single Market - Towards a European Gigabit Society: https://eur-lex. euro- pa.eu/legal-content/en/TXT/?uri=CELEX%3A52016DC0587 39 EU Cybersecurity Strategy: https://digital-strategy.ec.europa.eu/en/library/eus-cybersecurity-strategy-digital- decade-0 40 An SME Strategy for a sustainable and digital Europe: https://eur-lex.europa.eu/legal-content/ET/ TX- T/?uri=CELEX:52020DC0103 41 EU Digital Education Action Plan (2021-2027): https://ec.europa.eu/education/education-in-the-eu/digital-edu- cation- action-plan_et 42 European Skills Agenda: https://ec.europa.eu/social/main.jsp?catId=1223&langId=en 43 Coordinated Plan on Artificial Intelligence: https://eur-lex.europa.eu/resource.html?uri=cel- lar:22ee84bb-fa04-11e8-a96d- 01aa75ed71a1.0009.01/DOC_1&format=DOC 44 T allinn Declaration: https://digital-strategy.ec.europa.eu/en/news/ministerial-declaration-egovernment- tal- linn-declaration 45 Berlin Declaration: https://digital-strategy.ec.europa.eu/en/news/berlin-declaration-digital-society-and-value- based-digital-government 46 Europe’s Digital Decade: digital targets for 2030: https://ec.europa.eu/info/strategy/priorities-2019-2024/eu- rope-fit-digital- age/europes-digital-decade-digital-targets-2030_et Estonia’s Digital Agenda 2030",174,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_1,1,"1 EUROPEAN DIGITAL DECADE STRATEGIC ROADMAP: ESTONIA 2023 version INTRODUCTION The Estonian Digital Decade Strategic Roadmap is based on the current Estonian Digital Agenda 2030 (the national strategy for Estonian digital transformation), the Education strategy 2021–2035 and the Estonian Research and Development, Innovation and Entrepreneurship Strategy 2021—2035. 1. Estonian national roadmap comprises of the following: a. Where applicable, the main planned, adopted and implemented policies, measures, and actions that contribute to achieving the general objectives and the digital targets. b. Where available, national projected trajectories contributing to achieving the relevant digital targets set out in Article 4 of the Digital Decade Policy that are measurable at national level. 2. Where possible, this roadmap provides an estimate of the investments and resources needed to contribute to achieving the general objectives and the digital targets, as well as a general description of the sources of those investments, either private or public, including, where applicable, the planned use of Union programmes and instruments. The national roadmap includes Estonia’s current intentions regarding multi -country projects to the extent these have been identified. SECTION 1:",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_2,2,"the sources of those investments, either private or public, including, where applicable, the planned use of Union programmes and instruments. The national roadmap includes Estonia’s current intentions regarding multi -country projects to the extent these have been identified. SECTION 1: ANALYSIS OF THE STATE OF PLAY OF DIGITAL TRANSFORMATION IN ESTONIA STATE OF PLAY According to the European Union Digital Decade Country Report 2023, Estonia is expected to make a positive contribution to the collective efforts to achieve the Digital Decade targets , namely for being at the forefront of the digitalisation of public services. However, further efforts are needed to ensure that the country’s digital infrastructure is improved, especially the connectivity infrastructure, which is a critical enabler for all components of the Digital Decade policy programme. The technological change around us is accelerating and offering new opportunities (artificial intelligence, 5/6G, new computing technologies (AI, quantum), bio -green-nano technologies, etc. The time of mere ""digitization"" is over for Estonia. Now the question is how to skilfully manage emerging technologies to bring about the broader societal changes that they enable. A",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_3,3,"5/6G, new computing technologies (AI, quantum), bio -green-nano technologies, etc. The time of mere ""digitization"" is over for Estonia. Now the question is how to skilfully manage emerging technologies to bring about the broader societal changes that they enable. A 2 major challenge for organizations - both in the public and private sectors - is to keep up with the changes. This was shown by the crises - COVID and Russia's war in Ukraine. Understanding the situation and realizing the final goal are insufficient if the complexity of implementing the necessary changes exceeds the capacity of our companies and institutions. Therefore, a successful digital strategy must also offer a management model and understand how to simplify the complexity for the implementers. The main goals of the whole of government strategy ""Estonia 2035"" and the currently valid development plan ""Estonian digital society 2030"" are the continuous movement towards an intelligent, caring, cooperation -oriented and innovative society. Based on this vision, the Estonian people of the futu re will be supported by a personal state, where the use of public services is",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_4,4,"society 2030"" are the continuous movement towards an intelligent, caring, cooperation -oriented and innovative society. Based on this vision, the Estonian people of the futu re will be supported by a personal state, where the use of public services is as convenient as possible and considers the needs of the person, and people also have comprehensive control and an overview of the activi ties and data that concern them. Estonian people and companies are helped by the public sector, which is based on knowledge and data - based management logic and is open, transparent, and efficient in its activities. Estonian companies are smart and innovative, among other things, data and solutions based on artificial intelligence are widely used in the provision and development of their services. This vision is broad and comprehensive, but the reality of the implementation of the development plan has been more modest - today's development plan deals more narrowly only with the digital state, cyber security, and connectivity. Several activities of today's development plan, especially the most horizontal ones, have not yet been successfully put into",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_5,5,"development plan has been more modest - today's development plan deals more narrowly only with the digital state, cyber security, and connectivity. Several activities of today's development plan, especially the most horizontal ones, have not yet been successfully put into operation, and are lacking a trajectory on how to get there: (green transition, innovation, cross -disciplinary cooperation, digital skills). These are topics whose responsibility and activities are shared between several development plans and programs. In addition, the Government is leading a zero-budget design process, which will change the fundamentals of state budget programming. In connection with this, a broader change in state administration and supranational service-based management is underway. Considering digital skills, the situation of education in Estonia has been described in the context of the three strategic goals of the Education Strategy, through strengths and challenges highlighted in studies and analyses, vision documents, education strategy working groups and stakeholder consultations. We are guided by the principle that to achieve the future goals of education in Estonia, it is necessary to maintain and further develop its strengths and to address",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_6,6,"and analyses, vision documents, education strategy working groups and stakeholder consultations. We are guided by the principle that to achieve the future goals of education in Estonia, it is necessary to maintain and further develop its strengths and to address bottlenecks. In the digitalisation of businesses, the rapid change of technology is changing business models and the nature of work. To stay competitive, existing solutions need to be constantly updated and new ones developed. For enterprises, these changes create new business opportunities; however, exploiting them requires the ability (resources, skills) to adopt new technologies, the willingness to continuously learn and adapt business models, the ability to cooperate internationally and to find one’s place in changi ng global value chains. This, in turn, requires keeping up to date with the latest developments in science and technology, both in the field of research and in the education system. The use of data, including data management and cyber 3 security, is becoming increasingly important, offering new business opportunities while also requiring increasingly thorough knowledge and skills. CHALLENGES AND OBSTACLES THAT HINDER PROGRESS Based",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_7,7,"research and in the education system. The use of data, including data management and cyber 3 security, is becoming increasingly important, offering new business opportunities while also requiring increasingly thorough knowledge and skills. CHALLENGES AND OBSTACLES THAT HINDER PROGRESS Based on the changes described above, Estonia’s aim is to bring together the internal and external developments that took place after the current development plan was drawn up (in 2020) under a personal state vision and a renewed structure, which would also consider the goals of the EU's Digital Decade. The new version must be the one document for the reader, where answers can be given to the question of what the vision of the Estonian digital society is and through the fulfilment of what goals, activities, metrics, and standards we are moving in this d irection. What are the milestones from year to year and what investments will the implementation of these goals require. The reason and obligation to spell out the metrics, trajectory, and investments in more detail stems from the objectives of the European Union's Digital Decade agreed",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_8,8,"from year to year and what investments will the implementation of these goals require. The reason and obligation to spell out the metrics, trajectory, and investments in more detail stems from the objectives of the European Union's Digital Decade agreed in 2021. Together with the directions of the EU Digital Compass, they entail the obligation to draw up this national roadmap for the goals of the Digital Decade. These four directions are: 1. Digital skills: The area covered today by the Education strategy 2021–2035, where the national target of 60% (using a different metric system from the EU) is clearly below the EU target of 80%. The Commission's guideline for Estonia is that it should speed up the efforts in the field of digital skills. It should strengthen measures to improve basic digital skills, e.g., encouraging employers to upgrade and retrain employees during working hours. 2. Digital infrastructure : Here, Estonia is lagging the EU average the most, and the Commission's guideline for Estonia indicates, among other things, the direction of topics that we do not deal with according to",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_9,9,"retrain employees during working hours. 2. Digital infrastructure : Here, Estonia is lagging the EU average the most, and the Commission's guideline for Estonia indicates, among other things, the direction of topics that we do not deal with according to today's development plan. Estonia should speed up its efforts in the field of digital infrastructure. It should put in place measures to encourage the development of 5G connectivity and to incentivise the uptake of gigabit and 5G connectivity. Ongoing activities related to the quantum computer should be continued with increased coordination and cooperation to promote the quantum community across the EU . In addition, we currently lack national targets for the development of future computing technology ( presence of edge nodes , cloud use of enterprises). 3. Digitalisation of the public sector: In this area, Estonia has already fulfilled the general European 2030 KPI, but the Commission's guideline for Estonia is that ""Estonia should continue to implement the policy of digitising public services. Estonia should continue to invest in the procurement of innovation for digital solutions to further accelerate the",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_10,10,"general European 2030 KPI, but the Commission's guideline for Estonia is that ""Estonia should continue to implement the policy of digitising public services. Estonia should continue to invest in the procurement of innovation for digital solutions to further accelerate the adoption of innovative digital solutions in all public services. It should also address the availability of health data to enable access for all people (i ncluding persons with disabilities) and to ensure access to all relevant portals from mobile devices"" (2023 Digital Decade Estonia report). 4. Digitalisation of businesses – The Commission's guideline is that Estonia should accelerate its efforts in the field of digitalisation of companies. Estonia should increase 4 the uptake of advanced digital technologies in companies and support SMEs in using digital technologies to make them more competitive and sustainable. STRENGTHS AND ASSETS TO BE LEVERAGED Estonia has a vision and an action plan concerning the development of the Estonian economy, state, and society with the help of digital technology in the next decade. Regarding digital society, there persists an ambition to use information and communication technology,",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_11,11,"has a vision and an action plan concerning the development of the Estonian economy, state, and society with the help of digital technology in the next decade. Regarding digital society, there persists an ambition to use information and communication technology, i.e., digital solutions as astutely and as much as possible to achieve the objectives of ‘Estonia 2035” strategy. Namely, contributions are made via the following sub-objectives: • The Estonian economy is innovative and knowledge-based, using new technologies and business models as well as flexible forms of work. The contribution of the development plan lies in the creation of favourable conditions for business research and development and innovation. The Estonian economic environment invites people to work here, establish companies or do business virtually, invest, create, and test new solutions which benefit the society at large. • The needs of all people are considered when shaping the living environment and the foundations of high -quality spaces and principles of inclusive design are consistently followed when making decisions to ensure the accessibility and convenience of spiritual, physical, and digital space for everyone. The",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_12,12,"are considered when shaping the living environment and the foundations of high -quality spaces and principles of inclusive design are consistently followed when making decisions to ensure the accessibility and convenience of spiritual, physical, and digital space for everyone. The activities of the development plan contribute by innovative technologies and environmentally friendly solutions which reduce the impact of climate change and the time required for covering distances and ensure a good living environment across Estonia. • Estonia is an innovative country which values the creation and use of knowledge and where social life is organised by means of new human -centric and efficient technologies. The contribution of the development plan is reflected in the fact that the governance set-up promotes social cohesion, the adoption of new solutions, innovation, and flexible governance. Public services function in the background and are proactive, and the data space is protected. The organisation of governance and people’s participation in it in Estonia is trendsetting and sets an example to other countries. SECTION 2: ESTONIAN NATIONAL TRAJECTORIES AND TARGET VALUES TO CONTRIBUTE TO THE EU’S DIGITAL",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_13,13,"and the data space is protected. The organisation of governance and people’s participation in it in Estonia is trendsetting and sets an example to other countries. SECTION 2: ESTONIAN NATIONAL TRAJECTORIES AND TARGET VALUES TO CONTRIBUTE TO THE EU’S DIGITAL TARGETS Based on the current strategy, Estonia’s the goal for the next decade is to increase Estonia’s digital power: digital government guarantees the best experience, high -speed Internet is available to all those who request it in Estonia and our cyberspace is safe and reliable. The goal is measured based on the development of four metrics as follows: • Satisfaction of private persons with public digital services + satisfaction of entrepreneurs with public digital services + availability of highspeed Internet + resilience and trustworthiness of cyberspace /4=X • Initial situation of the development plan in 2021 was (69% + 47% + 58% + 96%)/4 = 67,5). Objective for 2030 is (90% + 90% + 100% + 96%)/4 = 94 5 SECTION 3: POLICIES, MEASURES AND ACTIONS TO ACHIEVE THE DIGITAL TARGETS OBJECTIVE I: Digital skills Estonia scores just above the",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_14,14,"+ 58% + 96%)/4 = 67,5). Objective for 2030 is (90% + 90% + 100% + 96%)/4 = 94 5 SECTION 3: POLICIES, MEASURES AND ACTIONS TO ACHIEVE THE DIGITAL TARGETS OBJECTIVE I: Digital skills Estonia scores just above the EU average on basic and above basic digital skills. In 2021, 56% of individuals had at least basic digital skills, which is slightly above the EU average of 54%. In 2021, 28% of individuals in Estonia had above basic digital s kills which is two percentage points above the EU average of 26%. In 2021, the percentage of individuals with at least basic level skills in using software for digital content creation was 66%, the same as the EU average. Estonia is currently implementing several measures that can help increase the level of digital skills to contribute to the collective efforts to meet the Digital Decade target of at least 80% of the population having at least basic digital skills. First, a programme was launched to empower public libraries to improve the digital skills of citizens living in their local",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
Estonia,P2,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf,Estonia_P2_15,15,"efforts to meet the Digital Decade target of at least 80% of the population having at least basic digital skills. First, a programme was launched to empower public libraries to improve the digital skills of citizens living in their local area and enable them to use digital public services. The programme is supported by funding from the European Social Fund. As a first step, training is provided to librarians and municipality officials who will provide counselling services to local inhabitants with a low level of digital skills. Second, the Ministry of Education and Research launched an initiative to offer “in -service training courses” for adults. These courses are offered by vocational schools, universities, and other higher education institutions and are free of charge for the participants. Around a third of these courses focus on ICT skills. Third, training on digital skills is also funded by the Unemployment Insurance Fund. Around 10% of the total training budget is allocated to ICT training. To date, around 5 000 people have participated in these training courses. According to the Country Report, the percentage",180,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee
