country,question_id,dimension,question,query_no,query,title,url,saved_path,file_type
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",2,Eesti avaliku sektori avaandmete poliitika raport,Avaleht | Riigikantselei,http://www.riik.ee/riigikantselei,debug_estonia_rerun\downloads\P2\doc_2.html,html
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,Estonian data portal | RIA,https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal,debug_estonia_rerun\downloads\P2\doc_3.html,html
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,ESTONIA,https://www.justdigi.ee/sites/default/files/documents/2024-12/Estonian%20National%20Digital%20Decade%20Strategic%20Roadmap%202023.pdf,debug_estonia_rerun\downloads\P2\doc_5.pdf,pdf
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,Andmete ja tehisintellekti valge raamat 2024-2030,https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf,debug_estonia_rerun\downloads\P2\doc_6.pdf,pdf
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,MANAGEMENT STRATEGY?,https://digikogu.taltech.ee/et/Download/da54b67d-17e9-4df0-b5d4-1fff8d77d515,debug_estonia_rerun\downloads\P2\doc_7.pdf,pdf
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",3,Estonia national open data strategy site:.ee,,https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919,debug_estonia_rerun\downloads\P2\doc_8.pdf,pdf
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",1,Eesti avaliku sektori andmete avaldamise plaanid ametiasutuste jaoks,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\P22\doc_1.pdf,pdf
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",2,andmete avaldamise juhised ja strateegiad Eesti riigiasutustes,Usaldusteenus | Eesti usaldusnimekiri,https://sr.riik.ee/et/usaldusteenus/,debug_estonia_rerun\downloads\P22\doc_2.html,html
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",2,andmete avaldamise juhised ja strateegiad Eesti riigiasutustes,(I) Tegevusjuhend,https://www.e-resident.gov.ee/wp-content/uploads/2024/09/eestikeelne-MP-code-of-conduct_amended_2024-09.docx.pdf,debug_estonia_rerun\downloads\P22\doc_3.pdf,pdf
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",5,Estonia public sector data publication plans official government reports,Avaleht | Eesti Vabariigi Valitsus,http://gov.ee/,debug_estonia_rerun\downloads\P22\doc_4.html,html
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",5,Estonia public sector data publication plans official government reports,Key facts about Estonia for partners and investors – Knowledge base,https://learn.e-resident.gov.ee/hc/en-gb/articles/40427590348817-Key-facts-about-Estonia-for-partners-and-investors,debug_estonia_rerun\downloads\P22\doc_5.html,html
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",5,Estonia public sector data publication plans official government reports,Estonian companies have high levels of transparency | E-Residency,https://www.e-resident.gov.ee/blog/posts/heres-why-estonian-companies-have-high-levels-of-transparency/,debug_estonia_rerun\downloads\P22\doc_6.html,html
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",5,Estonia public sector data publication plans official government reports,Responsibilities of e-residents,https://www.e-resident.gov.ee/blog/posts/responsibilities-of-e-residents/,debug_estonia_rerun\downloads\P22\doc_7.html,html
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",1,avatud andmete poliitika uuendamine Eesti valitsus,Mis on e-residentsus?,https://www.e-resident.gov.ee/et/,debug_estonia_rerun\downloads\P24\doc_1.html,html
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",1,avatud andmete poliitika uuendamine Eesti valitsus,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\P24\doc_2.pdf,pdf
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",1,avatud andmete poliitika uuendamine Eesti valitsus,Algab e-residentide biomeetriliste andmete kogumise äpi väljatöötamine,https://www.e-resident.gov.ee/et/blog/posts/algab-e-residentide-biomeetriliste-andmete-kogumise-api-valjatootamine/,debug_estonia_rerun\downloads\P24\doc_3.html,html
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",1,avatud andmete poliitika uuendamine Eesti valitsus,Usaldusteenus | Eesti usaldusnimekiri,https://sr.riik.ee/et/usaldusteenus/,debug_estonia_rerun\downloads\P24\doc_4.html,html
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",1,avatud andmete poliitika uuendamine Eesti valitsus,(I) Tegevusjuhend,https://www.e-resident.gov.ee/wp-content/uploads/2024/09/eestikeelne-MP-code-of-conduct_amended_2024-09.docx.pdf,debug_estonia_rerun\downloads\P24\doc_5.pdf,pdf
Estonia,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",1,Eesti kohalike omavalitsuste avatud andmete strateegia dokument,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\P3\doc_1.pdf,pdf
Estonia,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",3,Eesti avatud andmete kasutamise seadus ja kohaliku tasandi juhendid,(I) Tegevusjuhend,https://www.e-resident.gov.ee/wp-content/uploads/2024/09/eestikeelne-MP-code-of-conduct_amended_2024-09.docx.pdf,debug_estonia_rerun\downloads\P3\doc_2.pdf,pdf
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",2,Eesti riiklik avatud andmete strateegia ja rakendusplaan,eRes jätkustrateegia - A4 - v2,https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf,debug_estonia_rerun\downloads\P4\doc_1.pdf,pdf
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,Key facts about Estonia for partners and investors – Knowledge base,https://learn.e-resident.gov.ee/hc/en-gb/articles/40427590348817-Key-facts-about-Estonia-for-partners-and-investors,debug_estonia_rerun\downloads\P4\doc_2.html,html
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,11 firsts from Estonia – one of the most innovative countries,https://www.e-resident.gov.ee/blog/posts/firsts-from-estonia/,debug_estonia_rerun\downloads\P4\doc_3.html,html
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,Secure and trusted business environment for entrepreneurs,https://www.e-resident.gov.ee/do-business-securely/,debug_estonia_rerun\downloads\P4\doc_4.html,html
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,Avaleht | Eesti Vabariigi Valitsus,http://gov.ee/,debug_estonia_rerun\downloads\P4\doc_5.html,html
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,Business Guide for e-residents,https://www.e-resident.gov.ee/wp-content/uploads/2019/11/Business-Guide-for-e-Residents-1.pdf,debug_estonia_rerun\downloads\P4\doc_6.pdf,pdf
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,"Five years of e-Residency: past, present and future",https://www.e-resident.gov.ee/blog/posts/five-years-of-e-residency-past-present-and-future/,debug_estonia_rerun\downloads\P4\doc_7.html,html
Estonia,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",3,Estonia open data implementation plan government,e-Residency of Estonia | Apply and start an EU company online,https://www.e-resident.gov.ee/,debug_estonia_rerun\downloads\P4\doc_8.html,html
