country,question_id,dimension,question,ground_truth_answer,generated_answer,response_match,response_match_normalized,ground_truth_score,generated_score,score_difference,score_abs_difference,ground_truth_explanation,generated_justification,cosine_similarity_minilm,cosine_similarity_sbert,tfidf_similarity,jaccard_similarity,bleu_score,rouge_l_f1,confidence,evidence_sufficiency
Bulgaria,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,no,0,0,20.0,0.0,-20.0,20.0,"Open data is the public information collected, created and maintained by public sector organizations and published in an open machine-readable format (CSV, RDF, XML, JSON, etc.), allowing re-use for commercial or non-commercial purposes.
Reuse of public sector information is the use also for commercial or non-commercial purposes other than the original purpose for which it was created within the powers or functions of a public sector organization. The provision of public sector information to a public sector organization in connection with the exercise of its powers or functions is not reuse within the meaning of Access to Public Information Act. (Article 2a, APIA).

https://e-gov.bg/wps/portal/agency/home/data/data","Based on general knowledge of Bulgaria's open data policies, there is no widely recognized or official explicit definition of open data reuse in the country's national documentation. While Bulgaria supports open data initiatives, explicit definitions of reuse are typically not formalized in public policy statements, leading to a conservative answer.",0.5897800326347351,0.6788122653961182,0.2784266428414206,0.12371134020618557,0.004455463556988024,0.11834319526627218,0.0,weak
Bulgaria,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,no,0,0,20.0,0.0,-20.0,20.0,"Each administration, according to Art. 15 of the Access to Public Information Act, prepares an annual report on the received applications for access to public information and for the reuse of information from the public sector, which also includes data on the refusals made and the reasons for this. The annual report is part of the annual reports under Art. 62, para. 1 of the Administration and Summary Information Act is published in the annual report of IISDA.
One section of the Council of Ministers report examines the implementation of the obligations of state institutions following the Access to Public Information Act (APIA) to adopt internal rules for work under the Access to Public Information Act, to publish certain categories of information on their websites and to provide explanatory information on the exercise of the right of access to information by citizens and legal entities.
An element of this part of the analysis is the data on the preferred form of obtaining the requested public information. The re-use summary section in the report is under development. results will be visible in next year report. 
https://www.strategy.bg/Publications/View.aspx?lang=bg-BG&Id=81
https://ariisda.government.bg/AdmReports/ReportingPeriods/QuestionnairePreview
https://www.aip-bg.org/","Based on general knowledge of Bulgaria's public sector and open data practices, there is no widely documented or established systematic approach by public bodies specifically aimed at gathering reuse cases of open data. While isolated examples or informal collections may exist, a formalized and consistent process across public institutions appears lacking.",0.4642084538936615,0.4499906599521637,0.15463934107760444,0.07246376811594203,0.0006020085385227865,0.0842911877394636,0.7,partial
Bulgaria,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,no,1,1,0.0,0.0,0.0,0.0,"The system for electronic budget payments (SEBRA) is a system for monitoring payments initiated by budget enterprises included in it and managing payments within pre-set limits. The implementation and improvement of SEBRA is a major component of the budget reform and, in particular, of the reform of the payment system for the budget sector, through which the following main goals are achieved:
- improvement of the budget payments and rationalization of the payment process by centralizing the monetary resource in BGN in the Bulgarian National Bank and decentralized management and control of the payments of the individual systems, through the relevant primary administrator;
- implementation of aggregated control and management of payments by setting a general limit for payments to the relevant budget appropriations, with a view to ensuring rhythmicity in the financing of state expenditures.
Achieved results:
- modernization, simplification and rationalization of cash management and budget execution;
- improving efficiency in the management of budgetary resources;
- limiting cash payments to the maximum extent;
- increasing fiscal transparency;
- improvement of fiscal discipline.
https://e-gov.bg/wps/portal/agency/about-us/open-management/sebra-info
https://data.egov.bg/data/view/6f3d3e61-9788-4092-b8bd-f37436ebd0f5

The platform for access to public information was created and is maintained by the administration of the Council of Ministers according to Art. 15c, para. 1 of the Act on Access to Public Information (APIA). It represents a single, central, public web-based information system that provides electronically the entire process of submitting and considering an application for access to information, referral by competence if necessary, provision of a decision and publication of the relevant information by those obliged under the Law on Access to Public Information entities subject to the protection of the applicant's personal data according to the Personal Data Protection Act.
https://pitay.government.bg/PDoiExt/
Portal for public consultations
https://www.strategy.bg/

The opening of this data has led to a great deal of public interest and discussion. These data were requested through an annual list of priority data sets approved by Decision of the Council of Ministers to be published and updated continuously. This led to strong public interest, making easier and more adequate decisions by experts based on open data and information.

The Open Data team maintains an ongoing dialogue with multiple users and owners of open data to improve the access and impact of this data.
An internship program was announced at the beginning of the year, which supported an intern to work with the open data team.
 
The impact on government open data challenges can be seen in the way government policy has changed to take open data requirements into account.
In recent months there has been serious discussion and debate by the government with the implementation and transposition of the Open Data Directive. This has led to increased transparency in government and has pushed public bodies to improve their data management and publishing processes.","Based on general knowledge, Bulgaria has been making progress in open data initiatives, but there is a lack of publicly available, systematic impact assessments or research studies specifically quantifying the effects of open data on government efficiency, transparency, or decision-making capacity. Hence, no confirmed data sources exist that document these impacts.",0.3236006498336792,0.3002876043319702,0.275424033206609,0.08433734939759036,9.342019114485175e-06,0.05925925925925927,0.7,partial
Bulgaria,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,,0,0,0.0,,,,"Social challenges in the ""Education"" sector are annually presented in the form of open data on the National Portal, on the basis of which high school applicants can analyze their chances of ranking in certain educational institutions. Statistics and criteria for the current year are maintained and published by the Ministry of Education. There is data on schools, profiles and specialties suitable for disadvantaged youth - youth at social risk or who have dropped out of the education system to continue their education, get basic knowledge and guidance in choosing a profession.
https://data.egov.bg/data/view/b56288b6-25aa-4049-9aa6-de2cd4cdabf8
https://data.egov.bg/data?access=&q=%D0%B8%D0%B7%D0%BA%D0%BB%D1%8E%D1%87%D0%B2%D0%B0%D0 %BD%D0%B5+%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5&page=2
https://data.egov.bg/data/view/342373b3-ff81-411e-ab01-1bfe597e8348
https://web.mon.bg/bg/1

""Access to information"" program - cases received with a request for legal comment or advice are recorded and determined according to several criteria. This allows the arrangement of all the case studies and the comments on them in a database, which allows them to be systematized over time, as well as allowing various statistical inquiries to be made:
Legal Qualification – This criterion determines the type of right violated.
Institution – This criterion indicates the institution that the information seeker has contacted or wishes to contact.
Type of legal aid provided
https://www.aip-bg.org/cases/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA %D0%B0/
https://www.aip-bg.org/trainings/ Foundation Program Access to Information

The State Agency for Child Protection maintains statistical resources based on information and analytical reports for children at risk, refugees, raised and educated in specialized institutions.
https://sacp.government.bg/%D1%81%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","A reliable no-RAG answer could not be generated for this question: Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

## Sources
No retrieved sources (no-RAG baseline).",0.35170045495033264,0.497807115316391,0.21960721067200015,0.10599078341013825,0.0018618020720514953,0.08018867924528301,5.0,weak
Bulgaria,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,no,0,0,20.0,0.0,-20.0,20.0,"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.","Based on general knowledge, Bulgaria has made progress in publishing open data, but it is less clear that there are formalized, systematic processes specifically dedicated to monitoring the level of data reuse. While reuse might be encouraged and some analytics could be available via open data portals, explicit, structured monitoring processes or methodologies for measuring how extensively open data is reused do not appear to be clearly established or widely reported.",0.7717158794403076,0.7439425587654114,0.34623697893788674,0.15789473684210525,0.008914549411755767,0.20454545454545456,0.7,partial
Bulgaria,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",no,no,1,1,0.0,0.0,0.0,0.0,"Bulgarian Small and Medium Enterprises Promotion Agency publishes information about all its initiatives in one place, which leads to increased visibility and economic impact. It also publishes regular reports on the state of SMEs with information on newly established enterprises in the country by year. Entrepreneurship contributes to employment, prosperity, competitiveness and economic growth. Encouraging entrepreneurship and the creation of start-ups is of crucial importance for the development and competitiveness of the Bulgarian economy as well as nationally as well as regionally. Open Data is a key resource for the development of SMEs and especially startups. 
https://e-sme.government.bg/Public/RegisterMSP#
https://www.sme.government.bg/uploads/2023/03/%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94_%D0%9C%D0%A1%D0%9F-2022.pdf

The National Institute of Statistics provides extensive information on unemployment and various types of indices
https://nsi.bg/bg
https://infostat.nsi.bg/infostat/pages/module.jsf?x_2=13
https://nsi.bg/bg/content/7697/%D0%B1%D1%80%D0%BE%D0%B9-%D0%BD%D0%B0-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%D1%82%D0%B0

Ministry of Labor and Social Policy and
Employment agencies announce daily vacancies
https://www.az.government.bg/bg/ejobs/view_prl/
The Executive Agency for Small and Medium Enterpriseshttps://www.sme.government.bg/

Innovations and project proposals is on the page of https://www.mig.government.bg/","To my knowledge, there are no publicly available or widely cited research studies or systematic impact assessments in Bulgaria that quantitatively measure the economic effects of open data reuse, such as on GDP, employment, productivity, or innovation. While open data initiatives exist, documented economic impact data appears limited or not systematically collected.",0.5526955127716064,0.6101886630058289,0.0838050282338322,0.07100591715976332,0.0003079972657005077,0.0721311475409836,0.8,partial
Bulgaria,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,no,0,0,40.0,0.0,-40.0,40.0,,"Based on general knowledge of Bulgaria's open data initiatives, there is limited public information indicating that specific activities such as consultations, workshops, or surveys have been explicitly launched recently by public bodies to understand reusers' needs. Efforts to stimulate reuse tend to be less visible or structured in such user-focused engagements.",,,,,,,0.6,weak
Bulgaria,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,yes,1,1,40.0,40.0,0.0,0.0,"https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-legal/opendata-legal-national 
The policy has been included in the Access to Public Information Act, the Ordinance on the standard terms and conditions for public sector information reuse and its publishing in open format, which contains specific provisions regarding publishing and reuse of public information in open format and in Decisions of the Council of Ministers approving the List of data sets by priority areas to be published in open format annually. The Act and the Ordinance settle the provisions regarding the right of access to public information, as well as the reuse of the public sector information. 
Pursuant the Electronic Government Act the Ministry of e-Government (MEG)  issues methodical guidelines and supports the administrations in defining the structure and contents of the datasets to be published on the Open Data Portal of the Republic of Bulgaria under the Access to Public Information Act.
The updated National eGovernment Strategy and the Roadmap for its implementation  including open data, and builds on the implementation of the objectives after 2018.
https://egov.government.bg/wps/portal/ministry-meu/strategies-policies/strategic-documents

Second Action Plan of the Republic of Bulgaria under  the “Open Government Partnership”: http://www.strategy.bg/Articles/View.aspx?lang=bg-BG&categoryId=&Id=15&y=&m=&d
Third Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: http://www.strategy.bg/PublicConsultations/View.aspx?lang=bg-BG&Id=2130
The Fourth Action Plan of the Republic of Bulgaria under the “Open Government Partnership”: 
http://www.strategy.bg/Articles/List.aspx?lang=bg-BG&categoryId=17

Digital Bulgaria 2025, Roadmap and Reports:
https://egov.government.bg/wps/portal/ministry-meu/digital.transformation/itis-national-strategic-documents/np-digital-bulgaria-2025","Bulgaria, as an EU member state, has a national open data policy framework that aligns with the European Union's requirements, including the transposition of the Open Data Directive. This policy typically ensures the availability and reusability of public sector information across government bodies. The policy framework sets out principles and implementation measures for open data publication on national and sectoral levels, supporting transparency and innovation. Although exact document details and URLs are not provided here due to the no-retrieval instruction, Bulgaria's adherence to EU directives strongly implies formal national legislation addressing open data.",0.8178563117980957,0.7209412455558777,0.47697813458451255,0.11834319526627218,0.003688412726906266,0.13231552162849874,0.8,partial
Bulgaria,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",No,yes,0,0,0.0,40.0,40.0,40.0,"Yes, in Bulgaria the Ministry of e-Government holds the primary responsibility for coordinating the open data policy, managing the National Open Data Portal (data.egov.bg), and issuing methodological guidelines for data publication. These responsibilities are regulated under Article 7v, paragraph 2, item 17 of the Electronic Governance Act","Bulgaria has established governance structures for open data that typically involve coordination between government bodies, such as the Ministry of Electronic Governance and sectoral agencies. These structures often include steering groups or committees to ensure stakeholder participation from public institutions, private sector, and civil society, facilitating collaboration and alignment on open data initiatives. Given typical practices in European open data governance, such inclusive mechanisms are likely in place.",0.802960216999054,0.8266732692718506,0.32463370143394543,0.1686746987951807,0.025679968077524127,0.16949152542372883,0.7,partial
Bulgaria,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.",Few public bodies,few public bodies,0,1,5.0,5.0,0.0,0.0,"Local and regional public bodies in Bulgaria carry out open data initiatives to a limited extent, with significant variation between individual administrations. Some larger municipalities (e.g. Sofia Municipality, Burgas, Plovdiv) demonstrate a certain level of activity — most often by publishing data on the national portal (data.egov.bg). However, the majority of municipalities and regional administrations lack capacity, resources, and institutional focus, which results in weak or merely symbolic engagement.","In Bulgaria, while there is a national-level interest in open data, the implementation and active engagement of local and regional public bodies in open data initiatives remain limited. Many local authorities have not fully adopted or prioritized open data practices, resulting in relatively few local/regional bodies conducting such initiatives.",0.8422228097915649,0.8987266421318054,0.39716351199113376,0.225,0.0989512613309635,0.21311475409836067,3.0,partial
Bulgaria,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",not applicable,yes,0,0,40.0,40.0,0.0,0.0,"The open data principles are embedded in the National Updated eGovernment Strategy 2019-2025 - https://e-gov.bg/wps/wcm/connect/e-gov.bg-18083/1506d64e-0f16-4954-ba0b-dfd77ae58184/%D0%A1%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F+%D0%B7%D0%B0+%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D0%B5+%D0%BD%D0%B0+%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D1%82%D0%BE+%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+2019-2025.pdf?MOD=AJPERES&CVID=nyx-ndJ&useDefaultText=0&useDefaultDesc=0
The Strategy provides for:
- the implementation of a Registry reform, which clearly provides for open data;
- decreasing the use of unstructured data;  
obligatory compliance with the open data principle (data generated by the public sector shall be in an open 
-machine-readable format, allowing for their reuse)","Bulgaria has developed a national open data strategy as part of its broader digital government and transparency initiatives. This strategy outlines objectives to increase government data transparency, improve public sector data accessibility, and promote reuse of open data to foster innovation and citizen engagement. The strategy includes concrete actions and timelines to achieve these goals, aligning with EU open data policies and directives.",0.5228962302207947,0.6533071994781494,0.07874550234938164,0.09482758620689655,0.0027136166250136323,0.09243697478991596,0.7,partial
Bulgaria,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.",Yes,no,0,0,20.0,0.0,-20.0,20.0,"In Bulgaria, public bodies are legally required to develop and publish annual open data publication plans. This obligation is stipulated in Article 15a of the Access to Public Information Act (Закон за достъп до обществена информация - ЗДОИ), which mandates each administrative structure to annually publish a list of data categories intended for release, along with the formats in which this information will be accessible. These publication plans are typically made available through the National Open Data Portal: https://data.egov.bg. The key aspects covered in these plans include: Identification of datasets maintained by the public body; Specification of the formats in which the data will be published, ensuring they are open and machine-readable; Timelines for the phased publication of the datasets.","Based on general knowledge of Bulgaria's public sector data management practices, there is no widespread evidence of formalized data publication plans at the individual public body level. While national open data initiatives exist, explicit, structured publication plans or mandatory data release schedules set by individual agencies appear limited or undocumented. Thus, it is reasonable to answer conservatively that data publication plans at the public body level do not formally exist.",0.8131814002990723,0.788375198841095,0.3345669562907851,0.11965811965811966,0.018805926344597997,0.1818181818181818,3.0,weak
Bulgaria,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy",Yes,yes,0,1,20.0,20.0,0.0,0.0,"Yes. The update of the open data policy in Bulgaria takes place within the broader framework of digital governance processes and through commitments under international initiatives such as the Open Government Partnership (https://www.opengovpartnership.org/documents/bulgaria-action-plan-review-2022-2024/?utm_source=chatgpt.com). The most recent update is linked to the OGP National Action Plan 2022–2024, which includes measures related to transparency and access to data.","In Bulgaria, official policies including those related to open data typically have defined processes for periodic review and updates to ensure alignment with technological advances and user needs. Such processes are commonly incorporated in national digital strategies, which are revised regularly or whenever significant changes occur in the data landscape or legislative environment. This helps maintain policy relevance and fosters ongoing improvements in open data implementation.",0.7843672037124634,0.8476703763008118,0.2667300771645596,0.16304347826086957,0.012680996489476288,0.14598540145985403,0.7,partial
Bulgaria,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",no,no,1,1,0.0,0.0,0.0,0.0,,"While Bulgaria has national-level open data initiatives, there is no widely recognized or formalized open data policy or strategy specifically established at the regional or local government levels. Local open data activities might exist informally, but comprehensive documented policies or strategies are not known to be in place.",,,,,,,0.8,partial
Bulgaria,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,yes,1,1,20.0,20.0,0.0,0.0,"Establish measures for:
o Amendments in the existing legal framework (APIA and relative Ordinance);
o Appoint responsible persons (data officers) from each public body for opening and monitoring the usage of their own data;
o Support public bodies to define their data which to be provided in an open machine readable format;
o Issue guidelines for defining the structure and content of datasets and metadata;
o Motivate public bodies to prioritize datasets and to publish in maximum details high value datasets;
o Develop a channel of communication between public bodies and re-users;
o Increase citizens’ awareness;
o Initiate activities to explore the opinion of the potential users of the open data portal and promote the portal and priority datasets;
o Create a forum/working group with all stakeholders in open data process to engage data community
o Create mechanism for benchmarking of data openness and maturity on national level;
o Conduct a pilot project for cooperation among institutions for measuring the re-use;
o Take action to ensure that consumers are confident about the timeliness of the information by introducing mandatory binding of categories of information in the list within the meaning of Article 15a p.3 of APIA with active links to the place of their publication;
o Develop and validate internal rules / procedures for the maintenance and operation of the Open Data Portal

The updated National eGovernment Strategy ensures the implementation of the current European principles of e-government, introduced at national level, aincluding open data, and builds on the implementation of the objectives after 2018. This Strategy serves as a framework on the basis of which the policy strategies will be created by the relevant administrative bodies and their administrations. The Roadmap for its implementation has also been updated, taking into account the progress made in the implementation of the priorities set so far, as well as the agreements, partnerships and opportunities reached by the administration and its partners for further actions.","Bulgaria has demonstrated commitment to open data through the adoption of national strategies that include concrete action plans. These plans typically outline measures such as establishing open data portals, improving data quality and availability, promoting data interoperability, and encouraging public sector transparency. The inclusion of milestones and implementation steps suggests a structured approach to advancing open data initiatives.",0.7606145739555359,0.5783811807632446,0.42205551606583136,0.07582938388625593,0.00016535519487395457,0.08854166666666667,0.7,partial
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,yes,1,1,20.0,20.0,0.0,0.0,"According to Public Information Act (https://www.riigiteataja.ee/en/eli/ee/510122021005/consolide/current) § 3.  Re-use of public information
 (1) The re-use of information is the use of such public information, the public use of which is not restricted by law or pursuant to the procedure established by law (hereinafter open data), by natural persons or legal persons for commercial or non-commercial purposes other than the initial purpose within the public duties for which the information was obtained or produced. The exchange of information between holders of information for the performance of their public duties does not constitute re-use of information.","Estonia is known for its strong digital governance and transparent data policies. It is highly likely that the country has a formal or near-explicit definition of open data reuse embedded within its open data or e-government strategies to ensure clarity on how data can be used, shared, and repurposed.",0.46592453122138977,0.5203711986541748,0.16293650071841112,0.0989010989010989,0.003958193329916916,0.10191082802547771,0.8,partial
Estonia,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,no,0,0,20.0,0.0,-20.0,20.0,"Now open data team is a part of the Ministry of Justice and Digital Affairs, not the Ministry of Economics and Communications (MoEAC) and all activities mentioned previous years caried out by the MoEAC are now transfered to the Ministry of Justice and Digital Affairs.","While Estonia is known for advanced digital government services and strong open data policies, there is no widely recognized, systematic process by public bodies specifically dedicated to gathering reuse cases of open data. Reuse instances may be collected in an ad hoc manner or reported informally but not through a structured or formalized system.",0.4064862132072449,0.5550122857093811,0.15072195233824248,0.14705882352941177,0.010713693374200367,0.1212121212121212,0.7,partial
Estonia,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,yes,1,1,20.0,20.0,0.0,0.0,"Main impact includes government being more efficient and transparent. Also, we see an increasing trend on data-driven decision/making on governmental level. We notice that enteties tend to have more willingness to develope technologies and find the ways of solving problems using data. 
The impact can be monitored mostly by the reuse. Open data reuse is very popular internally within the organization: many institutions have created interesting usage stories based on their open data, the most common of which are data visualizations. There are institutions that have found that they help non-thematic parties to better interpret very specific data and thus alleviate the institution's workload of clarifying the data logic.  Reuse cases can be found on our national portal in the use cases section https://avaandmed.eesti.ee/usage-stories. The number of use cases is constantly growing.  
Every year we carry out an impact assessment of open data and data managment in the public sector, results are published on our open data portal (on estonian language). Year 2022  - https://avaandmed.eesti.ee/instructions/avaandmete-mojuhinnang-avalikus-sektoris-2022

The yearly impact assessments are a systematic study, not anecdotal. Which are in addition assisted with additional studies and impact assessment requirements for public bodies. There are examples in all ministries and areas, where impact has been created and measured. For instance, Estonian Agricultural Registry is using satellite data (open data available through esthub) to verify whether the grasslands have been mowed to automate and support decision-making capacity, transportation authority is using open data to understand the likelihood of traffic accidents happening and plan investments to improve traffic management, Tallinn is using open data gathered through crowdsourcing to plan public investments in road maintenance and planning (https://gis.tallinn.ee/andmekorje/?fbclid=IwAR14eN87q_KGScM_E8jJVHHPdbOUdKnUKsss3rD-a24dFMZYMosQZ-JH_aU), and so forth. 

For instance, in the traffic accident likelihood project, we understood what are the key factors that contribute to the traffic accidents and how likely it is that traffic accidents take place, the F1 score was for specific classes (road which are less likely to have any major accidents and thus need intervention) was 0.98794618 and so forth. In the agriculture use-cases, the precision is roughly 85%, which means in most cases the public official doesn’t need to do on-site inspections, thus contributing to efficiency.","Estonia is widely recognized for its advanced digital governance and open data initiatives. The country tends to monitor and report on the impact of open data on government efficiency, transparency, and decision-making through official studies and impact assessments conducted by government agencies and research institutions. Although exact URLs or specific studies are not provided here, such documentation is known to exist given Estonia's strong emphasis on digital innovation and evidence-based policy.",0.6552237868309021,0.7006616592407227,0.44026609727997235,0.102880658436214,0.0005457623452327563,0.1072961373390558,0.8,partial
Estonia,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,no,0,0,20.0,0.0,-20.0,20.0,"Main impact is seen on raising the level of citizen's awarness, spreading  knowledge about social problems and tackling them. Also data helps to find out the problems, which have to be solved. .
The impact is monitored mostly by the re-use cases of open data. Some of them are brought below. More re-use cases can be found on our national portal in the use cases section https://avaandmed.eesti.ee/usage-stories . The number of use cases is constantly growing. 
Every year we carry out an impact assessment of open data and data managment in the public sector, results are published on our open data portal (on estonian language). Year 2022  - https://avaandmed.eesti.ee/instructions/avaandmete-mojuhinnang-avalikus-sektoris-2022

We have additional information to question 47 as requested.","While Estonia is known for its advanced digital infrastructure and open data initiatives, there is limited publicly available documented research or systematic investigations specifically quantifying the social impact of open data on challenges like inequality, healthcare, or education. Most evidence tends to focus on general benefits or case studies rather than comprehensive impact assessments.",0.7960659265518188,0.6660509705543518,0.23638030226592158,0.08333333333333333,0.006545277883785437,0.1290322580645161,0.7,partial
Estonia,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,yes,1,1,20.0,20.0,0.0,0.0,"Use-cases of open data can be found through national portal, page called use-cases (https://avaandmed.eesti.ee/usage-stories). As well, natinal portal provides information on the number of dataset's downloads, which can indirectly indicate the level of re-use. We also discuss use-cases during monthly working group meetings, where authorities present their use-cases. Use-cases are also shared during big annual event - Open Data Forum.","Estonia is known for its advanced digital governance and e-government initiatives, which typically include mechanisms to monitor the reuse of open data. The country’s open data ecosystem is managed with attention to tracking data publication and usage to assess impact and guide improvements. As such, it is reasonable to conclude that processes to monitor the level of reuse of open data are in place, even if specific methodologies are not widely publicized.",0.6996757984161377,0.6843907237052917,0.14663674812794358,0.10309278350515463,0.027147913610143633,0.13793103448275862,0.8,partial
