country,question_id,dimension,question,final_answer_selected,score_suggestion,justification_generated,confidence,evidence_sufficiency,mode,response_scoring_x,response_scoring_y
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,20.0,"Yes, Estonia has a clear and explicit approach defining open data reuse within its policy framework and official documentation. 1. The Estonian data portal and the information system authority outline the requirements for public sector bodies to provide access to open data in accordance with the Public Information Act, emphasizing data reuse in machine-readable and open formats. 2. The government’s regulation and strategies emphasize enabling reuse of data, including restricted data under certain conditions, thereby embodying a formal understanding of the concept of open data reuse, not merely examples of reuse. 3. The Andmete teabevärav (Data Gateway) published by the Information System Authority explicitly defines data reuse as the use of data originally collected for different purposes, stating that open data reuse tends to be free and available for both commercial and non-commercial goals. It lays out the societal benefits of such reuse, covering governmental, academic, business, media, and citizen perspectives, which clearly underpin the concept and its intentional promotion. 4. Additionally, Estonia’s Digital Agenda and strategic documents reference reuse as a fundamental element by requiring data to be accessible and reused actively, indicating a formalized policy definition. Thus, Estonia’s documentation does not only provide examples or benefits but supports a structured and explicit definition of open data reuse within its data governance and public information policies.

## Sources
(1): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(2): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(5): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(6): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav",0.9,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0}","{'yes': 20, 'no': 0}"
Estonia,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,20.0,"Yes, public bodies in Estonia have developed systematic ways to gather reuse cases of open data. The Ministry of Economic Affairs and Communications (MKM), in cooperation with the State Information System Authority (RIA) and other partners, has actively promoted open data reuse since 2018. In particular, MKM conducted a mapping exercise at the end of 2022 to assess the status and impact of open data reuse within public sector institutions. This exercise specifically included gathering insights on reuse needs, practices, and challenges across these institutions, indicating a structured approach to monitoring and collecting reuse cases (Andmete ja tehisintellekti valge raamat 2024-2030). Furthermore, Estonia’s Open Government Partnership (OGP) action plans have measures to support public consultations and transparency, which indirectly support tracking and sharing of data reuse impacts through engagement with various stakeholders (Eesti avatud valitsemise partnerluse tegevuskava 2022–2024). 1. Methodology: MKM’s 2022 short mapping of open data status involved systematic data collection from institutions, highlighting reuse needs and gaps, showing this is not a one-off case but part of ongoing monitoring.
2. Institutional Involvement: MKM and RIA’s coordinated efforts suggest institutional responsibility and recurring activities related to reuse case gathering.
3. Impact Evidence: The mapping identified barriers such as lack of competence and systematic organization, demonstrating active review and potential for improvement. Thus, the evidence clearly supports that Estonia has a systematic process involving public bodies for gathering and monitoring reuse cases, rather than isolated examples.

## Sources
(1): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(2): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(3): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(4): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Estonia,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,20.0,"Yes, there is documented evidence of the impact created by open data in Estonia on governmental challenges such as efficiency, transparency, and decision-making capacity. Firstly, the Estonian Ministry of Economic Affairs and Communications provides the “Andmete ja tehisintellekti valge raamat 2024-2030” (Data and Artificial Intelligence White Paper 2024-2030), which highlights how quality open datasets related to governance and other sectors enhance innovation, economic growth, transparency, and better decision-making. The white paper also discusses the use of AI systems that rely on open data to automate processes and improve the quality of decisions, leading to increased productivity and reliability across multiple sectors. Secondly, the Estonian Data Portal and related official resources describe how open data reuse reduces duplicated data collection and query costs, supports data-driven policymaking, and improves public sector service delivery and transparency. Thirdly, the Estonian Open Government Partnership Action Plans (2014-2016 and 2022-2024) outline coordinated government initiatives to foster open data reuse, aiming explicitly to increase public sector transparency, stimulate innovation, and support collaborative policymaking with measurable outcomes. These sources represent systematic investigations and official government documents that quantify or demonstrate the real effects of open data reuse, including improvements in governance and public administration. Relevant URLs include the official white paper and government data portal: https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf and https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(4): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(5): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(6): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Estonia,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,20.0,"Yes, Estonia provides evidence of the social impact generated by open data reuse through documented methodologies and strategic national initiatives. 1. The ""Andmete ja tehisintellekti valge raamat 2024-2030"" (Data and Artificial Intelligence White Paper) outlines the broad availability of high-quality and extensive open datasets covering governance, financing, spatial location, environment, and other domains. It highlights how these data sources foster innovation, economic growth, and transparency for citizens, researchers, and businesses, all of which contribute indirectly to social outcomes including education and public awareness. 2. The Estonian data portal and the associated guidelines emphasize enabling reuse of open data for research, innovation, and transparent governance, which enhance societal value by improving citizen understanding and supporting new services. 3. The ""Avaandmete loomise ja avaldamise juhend"" (Open Data Creation and Publication Guide) explains the methodology for monitoring data usage impact through statistics collection and analysis. This impact assessment supports decisions on data quality improvements and engagement focus, effectively linking open data usage to measurable benefits such as time savings, better data quality, and increased transparency. 4. In addition, the Estonian Open Government Partnership Action Plan 2022-2024 includes provisions for developing data-driven decision-making solutions and associated impact assessments involving ministries, civil society, and international bodies. This demonstrates the country's systematic effort to quantify and enhance open data's social impact, including on social challenges like education and awareness. The URLs supporting these findings include the official Estonian data portal (https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal) and the White Paper on Data and AI (https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf). Overall, while direct quantitative impact metrics on specific social challenges may not be extensively detailed, the documented frameworks, evaluations, and national strategies confirm systematic data collection and analysis regarding the broader societal effects of open data reuse in Estonia.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(3): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav
(4): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(5): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(6): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf",0.9,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Estonia,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,20.0,"Yes, Estonia has processes in place to monitor the reuse of its open data, as evidenced by ongoing government efforts to assess and improve data governance and reuse effectiveness. Specifically: 1. The Ministry of Economic Affairs and Communications (MKM), in cooperation with the State Information System Authority (RIA), Statistics Estonia, and others, is actively engaged in monitoring and improving data management and reuse. Since 2020, these entities have developed guidelines, conducted training, and organized networks of data stewards to foster systematic data governance across public institutions. 2. In 2022, MKM carried out a mapping exercise assessing the current state of data governance and reuse, which identified key challenges and informed the development of a comprehensive data governance maturity model and assessment framework planned for release by 2025. This framework is intended to systematically monitor data reuse and its impact within both public and increasingly in the private sector. 3. The Ministry has set specific targets and improvement actions (e.g., increasing publication of open data by 50% compared to 2021) and engages in peer review and guidelines development through Statistics Estonia to enhance data quality and reuse monitoring. 4. The Estonian Data Portal, managed by RIA, supports reuse by providing open data in machine-readable formats and maintaining access procedures that encourage reuse while respecting legal restrictions. This centralized infrastructure implies ongoing monitoring to maintain data quality and usability, which are essential prerequisites for reuse measurement. For detailed official documentation on these processes and policies, see the ""Andmete ja tehisintellekti valge raamat 2024-2030"" (https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf) and the improvement actions document by Statistics Estonia (https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf). These confirm that Estonia has established systematic and evolving mechanisms to monitor open data reuse and its related impacts.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(3): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(4): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(5): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal",0.95,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Estonia,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",yes,20.0,"Yes, there is evidence in Estonia demonstrating the economic impact of open data reuse, supported by government research and strategic documents. 1. The ""Andmete ja tehisintellekti valge raamat 2024-2030"" white paper highlights that the availability of high-quality open datasets across various domains—including governance, financing, spatial location, and environment—fosters innovation, economic growth, and transparency. It explicitly notes that access to quality data enables citizens, researchers, and businesses to make better decisions, which supports economic activities. 2. The same document references a large European Union open data market valued at up to €334 billion by 2025, growing annually by 15.9%, with open data comprising a central part of the data economy. 3. It further connects open data reuse and AI adoption with productivity improvements, enhanced product quality, and supply chain reliability in multiple sectors, indicating measurable economic effects like workforce skill shifts and potential job impacts. 4. Additionally, the Estonian Data Portal and related initiatives overseen by the State Information System Authority (RIA) facilitate reuse of public sector data by businesses and the wider society to develop new business models, products, and services. This institutional support, combined with monitoring and usage analytics described in open data publishing guidelines, reflects a structured approach to capturing and understanding the economic benefits arising from open data reuse. Taken together, these points provide documented, research-backed evidence and systematic investigation of the broader economic impacts of open data in Estonia. Further information and the strategic context can be found in the white paper at https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Estonian companies have high levels of transparency | E-Residency
https://www.e-resident.gov.ee/blog/posts/heres-why-estonian-companies-have-high-levels-of-transparency/
(4): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav
(5): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(6): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend",0.9,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Estonia,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,40.0,"Yes, public bodies in Estonia have undertaken activities in the past year to better understand reusers' needs with the goal of stimulating open data reuse. Specifically, the Ministry of Economic Affairs and Communications (MKM), together with the Estonian Information System Authority (RIA) and other partners, has actively promoted open data since 2018. To assess the impact of their activities and gather additional input, at the end of 2022 MKM conducted a brief mapping exercise examining the current state of open data within agencies. This exercise identified key issues such as lack of data management skills and limited systematic organization of data activities. Notably, the mapping revealed that as of 2023, 78% of data holders do not map reusers' needs, indicating awareness of this gap. The mapping itself is an example of an engagement activity aimed at better understanding reuser requirements. This proactive assessment helps inform targeted capacity-building efforts and the development of supporting communities to cultivate skills and encourage data publishing and reuse. By identifying impediments such as insufficient competencies and resource challenges especially at local government level, the public bodies can tailor interventions to stimulate open data reuse effectively. Thus, the conducted user needs mapping and continuous promotion of open data policies demonstrate a structured approach to engaging with and understanding reusers' needs to enhance data reuse. In summary:
1. MKM and partners have conducted a systematic short mapping survey of open data practices and reuser needs in late 2022.
2. Results highlighted important barriers and gaps in understanding reusers, guiding better support for reuse.
3. This activity informs capacity-building and community support to effectively stimulate open data reuse. This direct evidence supports selecting “yes” to the question about efforts to understand reuser needs fostering reuse.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(3): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(4): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(5): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf",0.9,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 40, 'no': 0, ""i don't know"": 0}"
Estonia,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,40.0,"Yes, Estonia has a national open data policy framework that includes legislation and guidance consistent with the transposition of the EU Open Data Directive. 1. Legal and Strategic Basis: The ""Avaandmete loomise ja avaldamise juhend"" (Open Data Creation and Publication Guide) explicitly references Estonia's Public Information Act (Avaliku teabe seadus) and other laws that establish access and reuse rights for public data. This guide is a formal document supporting the opening and reuse of public sector data, highlighting the legislative foundation for open data in Estonia. 2. Policy and Implementation Support: Estonia’s digital governance is shaped by official strategies such as the Digital Agenda 2030 as well as the Open Government Partnership Action Plans, which promote open data publication, reuse, and data-driven decision-making processes. The guide and policy documents are maintained by the government to ensure continuous compliance with evolving data governance rules and best practices. 3. Evidence of Transposition of EU Open Data Directive: The references in the guide and the ongoing implementation efforts demonstrate the integration of the directive's principles into national legislation and practice. The Public Information Act and other statutes provide the legal basis for openness and sharing of government data, ensuring Estonia’s compliance as an EU Member State. The URL for the key open data publication guide is https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend, which explicitly references open data policy and legislation. Thus, Estonia has a formal national open data policy framework that includes the legislative foundation required for the EU Open Data Directive transposition.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(4): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(5): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(6): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend",90.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0, 'other': 40.0}","{'yes': 40, 'no': 0, 'other': 40}"
Estonia,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",yes,40.0,"Yes, Estonia has a governance structure that enables participation and inclusion of various open data stakeholders. This structure is primarily embodied in the Open Governance Partnership (AVP) framework and its related action plans, such as the 2022–2024 AVP Action Plan, which formalizes the role of an open governance expert group. This group is tasked with systematically mapping and enhancing co-creative policy-making processes across public sector institutions, ensuring the involvement of diverse stakeholder groups including government bodies, civil society, and private sector representatives. 1. Legal and Strategic Basis: The AVP action plans (both past and current) serve as the legal and strategic foundation for fostering stakeholder inclusion. The 2014–2016 and 2022–2024 action plans illustrate a coordinated effort led by the Government Office (Riigikantselei) to engage a broad network of stakeholders through consultations, roundtables with non-governmental organizations, ministries, and private sector actors. 2. Governance and Operational Model: An expert group (avatud valitsemise eksperdirühm) plays a key role in overseeing and advising on co-creation policies, updating toolkits for collaborative policy development, and supporting the introduction of digital platforms (like the KOOS co-creation platform) that facilitate stakeholder participation throughout the legislative and service development lifecycle. These mechanisms provide transparent, interactive, and documented channels for ideas and feedback from various participants, strengthening inclusiveness and transparency. Therefore, Estonia’s governance model integrates multiple ministries, agencies, civil society groups, and private sector partners in an institutionalized, consultative, and participatory framework designed to advance open data and open governance principles at all government levels.

## Sources
(1): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(2): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(5): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend",90.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0}","{'yes': 40, 'no': 0}"
Estonia,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.",the majority of public bodies,15.0,"Estonia demonstrates a strong commitment to advancing open data initiatives at the local and regional levels, though the evidence suggests this is more characteristic of the majority rather than all public bodies. 1. Legal and strategic basis: The goals and activities articulated in Estonia's Open Government Partnership (AVP) action plans for 2014–2016 and 2022–2024 highlight the systematic promotion of open governance principles, including open data and co-creative policymaking, explicitly encompassing local governments. These plans involve developing frameworks, toolkits, and roadmaps to embed open governance practices across government tiers, indicating active engagement beyond the national level. 2. Governance and implementation: The AVP 2022–2024 plan specifically addresses the need to implement open governance and co-creation tools at all administrative levels, including local governments, supporting systematic capacity building and increasing transparency. Furthermore, efforts in creating a unified interactive toolbox for public service development and provisioning data in machine- and human-readable formats imply a broad reach into municipal bodies. However, some challenges remain in consistent data quality and data governance practices across the public sector, as highlighted in the 2024–2030 white paper on data and artificial intelligence. Notably, data management practices and open data adoption vary, with only a subset of public organizations fully implementing standards and proactive data quality control. Conclusion:Though open data and open governance initiatives are widespread and officially supported at local and regional public bodies, the varying degrees of implementation and coverage, especially regarding data management maturity, suggest a majority of public bodies actively conduct open data initiatives rather than all. This assessment aligns with comprehensive policy commitments and documented implementation efforts targeting local governance, yet acknowledges some unevenness in practical uptake and integration of open data approaches.

## Sources
(1): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(2): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919",85.0,partial,prepared_main_pipeline,"{'all public bodies': 20.0, 'the majority of public bodies': 15.0, 'approximately half of the public bodies': 10.0, 'few public bodies': 5.0, 'none of the public bodies': 0.0, 'not applicable': 20.0}","{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}"
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",yes,40.0,"Yes, Estonia has a national open data strategy, though it is integrated within broader open government and data governance policy documents rather than a standalone open data strategy titled as such. 1. Strategic Basis: Estonia’s open data objectives and actions are embedded in the ""Eesti avatud valitsemise partnerluse tegevuskava 2022–2024"" (Estonia Open Government Partnership Action Plan 2022–2024), which includes clear measures to improve data-based decision making and open data usage across government bodies. This document establishes responsibilities, partners, timelines (August 2022 – June 2024), and detailed activities aiming to improve transparency and availability of public data. 2. Past Foundations and Evolution: Earlier open government action plans (2014-2016) and subsequent versions explicitly focus on making datasets openly available machine-readable and supporting infrastructure for reuse, highlighting coordinated national-level efforts to develop open data as a strategic priority. 3. Implementation and Governance: The coordination involves multiple ministries and stakeholders, including the Government Office and the Ministry of Economic Affairs and Communications, showcasing institutional backing and operational frameworks to advance open data implementation. The 2022-2024 Action Plan URL: https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf contains detailed objectives, responsible parties, timelines, and measurable actions centered on open data as part of the broader open government agenda. While the open data policy is integrated within open government partnership activities rather than a separate standalone document, the substantive inclusion and national coordination qualify this as the country’s national open data strategy framework.

## Sources
(1): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(4): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf",95.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0, 'not applicable': 40.0}","{'yes': 40, 'no': 0, 'not applicable': 40}"
