country,question_id,dimension,question,response_scoring,final_answer_selected,score_suggestion,justification_generated,confidence,evidence_sufficiency,mode
Estonia,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Estonia has developed systematic approaches to gather and analyze reuse cases of open data. The Estonian Information System Authority (RIA) employs continuous monitoring of open data use through usage statistics and impact analyses. This process includes collecting use statistics via tracking tools, analyzing data utilizations, and using findings to optimize data offerings—such as creating new datasets, closing unused ones, and improving data quality. This cyclical monitoring helps focus organizational efforts on important datasets and supports ongoing data lifecycle management, demonstrating an institutionalized reuse case collection and evaluation mechanism. Additionally, coordination between ministries and data governance units reinforces the systematic nature of this practice, reflecting a structured government effort to assess real data reuse impacts and tailor open data publishing accordingly.

## Sources
(1): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(2): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(5): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(6): eRes jätkustrateegia - A4 - v2
https://www.e-resident.gov.ee/wp-content/uploads/2026/01/E-residentsuse-jatkustrateegia-2026-2029.pdf
(7): (I) Tegevusjuhend
https://www.e-resident.gov.ee/wp-content/uploads/2024/09/eestikeelne-MP-code-of-conduct_amended_2024-09.docx.pdf
(8): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend",0.9,sufficient,chroma_retrieval_experiment
Estonia,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Estonia provides documented evidence on the impact of open data on governmental challenges. The 'Andmete ja tehisintellekti valge raamat 2024-2030' (Data and Artificial Intelligence White Paper) articulates how data usage reduces decision-making time, enhances public sector transparency, improves trustworthiness, saves costs, and reduces bureaucracy. It highlights data-driven decision-making as a key driver for better policy outcomes in areas like security, healthcare, education, environment, internal security, and economic development. Additionally, the Estonian Data Portal and related government frameworks showcase systematic open data governance aimed at improving data quality and reuse, thus empowering more effective public service delivery and policy formulation. These insights stem from official governmental reports and planning documents demonstrating an ongoing commitment to assess and leverage open data impacts.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(4): Värske ülevaade: Eesti avaandmete poliitika on Euroopa tipus, kuid andmete kvaliteet ja kättesaadavus vajavad kiiret järeleaitamist | Justiits- ja Digiministeerium
https://www.justdigi.ee/uudised/varske-ulevaade-eesti-avaandmete-poliitika-euroopa-tipus-kuid-andmete-kvaliteet-ja
(5): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(6): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(7): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(8): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav",90.0,sufficient,chroma_retrieval_experiment
Estonia,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Estonia provides documented evidence on the impact created by open data addressing social challenges. The 2024-2030 White Paper on Data and Artificial Intelligence highlights how quality and timely data usage supports resolving societal issues in healthcare, education, security, and environmental protection by enabling data-driven governance and better decision-making. Furthermore, the Estonian government systematically monitors open data usage and impact through usage statistics and impact analyses as outlined in the Open Data Creation and Publishing Guidelines, which help focus on data with social value and evaluate saved time, improved data quality, and administrative efficiencies. The Estonian Open Government Partnership Action Plan 2022–2024 and official government portals also emphasize open data's contribution to transparency, policy-making, and societal benefits, including enhanced awareness and service improvements. Thus, evidence from strategic documents and official methodologies confirms availability of data quantifying open data's social impact. URLs: https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf, https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend, https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Värske ülevaade: Eesti avaandmete poliitika on Euroopa tipus, kuid andmete kvaliteet ja kättesaadavus vajavad kiiret järeleaitamist | Justiits- ja Digiministeerium
https://www.justdigi.ee/uudised/varske-ulevaade-eesti-avaandmete-poliitika-euroopa-tipus-kuid-andmete-kvaliteet-ja
(4): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(5): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(6): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav
(7): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(8): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend",90.0,sufficient,chroma_retrieval_experiment
Estonia,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Estonia has processes in place to monitor the reuse of open data. The Estonian Digital Agenda 2030 explicitly states that all machine-readable open data are made available and reused as actively as possible, demonstrating an ongoing commitment to promote and track reuse. Furthermore, the Ministry of Economic Affairs and Communications, together with Statistics Estonia and other partners, is engaged in activities to improve data quality and to establish data stewardship frameworks, which involve continual assessment and governance related to data reuse and impact. Initiatives like the national open data portal opendata.riik.ee and various improvement actions include targets to increase the publication and usage of open data, reflecting processes aimed at monitoring and boosting data reuse. The Estonian Open Government Partnership Action Plan also highlights efforts to support open data reuse, including organizational support and pilot deployments to foster real-world usage and impact evaluation.

## Sources
(1): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(2): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(5): Värske ülevaade: Eesti avaandmete poliitika on Euroopa tipus, kuid andmete kvaliteet ja kättesaadavus vajavad kiiret järeleaitamist | Justiits- ja Digiministeerium
https://www.justdigi.ee/uudised/varske-ulevaade-eesti-avaandmete-poliitika-euroopa-tipus-kuid-andmete-kvaliteet-ja
(6): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(7): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(8): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf",0.9,sufficient,chroma_retrieval_experiment
Estonia,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",no,0.0,"No, there is no documented evidence or systematic investigation explicitly quantifying the economic impact of open data reuse in Estonia available in the reviewed sources. Although multiple documents emphasize the strategic importance of open data for improving government decision-making, transparency, and enabling new services, none provide concrete studies, impact assessments, or quantified data on economic indicators such as GDP contribution, employment effects, productivity gains, innovation metrics, or new businesses created. Existing references focus mainly on governance frameworks, policy maturity, quality challenges, and usage facilitation rather than measuring economic outcomes. The available reports and plans, including the 2024-2030 AI and Data White Paper and government improvement actions, highlight benefits and usage but lack rigorous impact quantification or direct economic evidence.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Värske ülevaade: Eesti avaandmete poliitika on Euroopa tipus, kuid andmete kvaliteet ja kättesaadavus vajavad kiiret järeleaitamist | Justiits- ja Digiministeerium
https://www.justdigi.ee/uudised/varske-ulevaade-eesti-avaandmete-poliitika-euroopa-tipus-kuid-andmete-kvaliteet-ja
(4): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(5): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(6): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav
(7): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(8): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf",90.0,sufficient,chroma_retrieval_experiment
Estonia,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.","{'yes': 40, 'no': 0, ""i don't know"": 0}",yes,40.0,"Yes, Estonian public bodies have undertaken activities to better understand open data reusers' needs to stimulate reuse. According to the Ministry of Economic Affairs and Communications' 2024–2030 White Paper on Data and Artificial Intelligence, a mapping conducted at the end of 2022 assessed the current state of open data in public bodies, identifying significant gaps such as insufficient mapping of reusers' needs by 78% of data holders. This shows active engagement in understanding user requirements to address barriers and improve reuse conditions. Additionally, the Estonian Open Data Portal integrates descriptions and metadata to harmonise and facilitate access for reusers, easing their interaction with datasets, which suggests that feedback and user-centric development approaches inform portal improvements. Efforts by Statistics Estonia to monitor data quality and develop tools for assessing datasets further reflect an institutional focus on responding to practical user needs for reliable data. These initiatives underscore a proactive approach to capturing reuser needs through surveys, mappings, and systemic improvements, enabling targeted stimulation of data reuse across sectors.

## Sources
(1): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(2): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(3): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(4): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(5): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(6): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(7): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(8): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav",0.95,sufficient,chroma_retrieval_experiment
Estonia,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.","{'yes': 40, 'no': 0, 'other': 40}",yes,40.0,"Yes, Estonia has a national open data policy framework supported by legal and strategic documents. The Public Information Act and the Public Information Act guidelines regulate the availability of open data in the public sector, ensuring data reusability and transparency. The Estonian government has issued regulations specifying data governance obligations, including managing open data and compliance with legislative frameworks adapted to the EU context. Furthermore, Estonia actively implements strategies aligned with EU requirements, including the transposition of the EU Open Data Directive as part of broader data governance legislation and policies. The government’s data governance system is supported by Statistics Estonia and the State Information System, with public sector obligations to publish open data in machine-readable formats via the national open data portal (opendata.riik.ee). This institutional setup and related decrees demonstrate Estonia’s commitment to open data policies consistent with EU directives. Key documentation includes the Public Information Act, government regulations on data governance updated in 2022, and supporting guidelines for open data creation and publication available on official portals.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(4): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(5): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(6): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(7): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(8): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf",95.0,sufficient,chroma_retrieval_experiment
Estonia,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model","{'yes': 40, 'no': 0}",yes,40.0,"Yes, Estonia has a governance structure in place that facilitates the participation and inclusion of various open data stakeholders. The governance framework is anchored in the Open Government Partnership actions and policies coordinated by the Riigikantselei (Government Office), which involves ministries, agencies, and civil society organizations in consultative processes, including the Open Government Partnership expert group and collaborative platforms for co-creation of policies. Estonia’s Public Information Act and related directives mandate public sector bodies to provide access to open data, enabling broad stakeholder engagement. This structure is supported by systematic policy efforts such as the ""Eesti avatud valitsemise partnerluse tegevuskava 2022–2024,"" which outlines mechanisms for public involvement and transparency, and the implementation of data portals and data-sharing guidelines developed by the RIA (Information System Authority). These arrangements ensure multi-stakeholder coordination and stakeholder governance models are operational, promoting data reuse, feedback, and collaborative policy-making.

## Sources
(1): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(4): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(5): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(6): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(7): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav",90.0,sufficient,chroma_retrieval_experiment
Estonia,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.","{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}",few public bodies,5.0,"Few local or regional public bodies in Estonia conduct open data initiatives. While the national framework, including the Public Information Act and the Estonian Open Data Portal, mandates data publication by public sector bodies generally, there is limited evidence of widespread engagement at the local government level. Strategic documents emphasize open governance and open data principles across all levels, including municipalities, yet implementation remains uneven. For example, systemic open data processes exist in only about 9% of public sector organizations, and data quality management is weak, indicating that only a small portion of local or regional entities fully embrace open data initiatives. This suggests that while national-level policies support open data broadly, practical adoption by local/regional bodies is still limited to a few proactive participants rather than the majority.

## Sources
(1): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(2): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(5): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(6): Andmete teabevärav | RIA
https://www.ria.ee/riigi-infosusteem/andmepohine-riigivalitsemine-ja-andmete-taaskasutus/andmete-teabevarav
(7): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(8): Värske ülevaade: Eesti avaandmete poliitika on Euroopa tipus, kuid andmete kvaliteet ja kättesaadavus vajavad kiiret järeleaitamist | Justiits- ja Digiministeerium
https://www.justdigi.ee/uudised/varske-ulevaade-eesti-avaandmete-poliitika-euroopa-tipus-kuid-andmete-kvaliteet-ja",80.0,partial,chroma_retrieval_experiment
Estonia,P2,Policy,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.","{'yes': 40, 'no': 0, 'not applicable': 40}",yes,40.0,"Yes, Estonia has a national open data strategy embedded within broader government frameworks and strategic documents. The ""Andmete ja tehisintellekti valge raamat 2024-2030"" (Data and Artificial Intelligence White Paper) outlines Estonia’s commitment to open data, describing governance structures and expert groups dedicated to open government data as part of the overall data policy. Furthermore, Estonia’s digital agenda also includes strong support for data sharing, transparency, and reuse, underpinning open data goals. In addition, the government enacted regulations such as the “Principles for Managing Services and Governing Information,” amended in 2022, which institute data governance obligations and delegate responsibilities to Statistics Estonia through specific projects, indicating a structured and strategic approach to open data implementation with timelines extending beyond 2025. Practical guidance like the ""Avaandmete loomise ja avaldamise juhend"" (Guide to Creating and Publishing Open Data) concretely supports these policies, showing clear objectives and actions to improve access and usability of open data. This suite of strategic, regulatory, and implementation documents collectively confirms the existence of a national open data strategy in Estonia.

## Sources
(1): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(2): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(3): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(4): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(5): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(6): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(7): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(8): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf",90.0,sufficient,chroma_retrieval_experiment
Estonia,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.","{'yes': 20, 'no': 0}",yes,20.0,"Yes, data publication plans exist at the public body level in Estonia. This is supported by the ""Avaandmete loomise ja avaldamise juhend"" from RIA's data exchange help center, which specifically assists public sector employees in planning and establishing data publication processes. The guide references the Public Information Act and provides a structured framework for dataset release and publication obligations within public bodies. Further, Estonia’s Digital Agenda 2030 emphasizes the development of legal space and organisational competence for data governance and associated best practices across public sector institutions, reinforcing the systemic approach to data publishing. The Estonian Data Portal also outlines requirements and procedures for public sector bodies to publish and provide access to open data in a machine-readable format, reflecting official guidance and obligations for public bodies to maintain data publication planning.

## Sources
(1): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(2): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(3): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(4): Estonia’s Digital Agenda
https://mkm.ee/media/6970/download
(5): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf
(6): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(7): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(8): Avaleht | Eesti Vabariigi Valitsus
http://gov.ee/",100.0,sufficient,chroma_retrieval_experiment
Estonia,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy","{'yes': 20, 'no': 0}",yes,20.0,"Yes, Estonia has formalized processes to ensure the update and revision of its open data and related digital policies. The Digiülesande arengukava 2030 is subject to a thorough review and update twice during its validity period, with a recent government decision in May 2024 initiating its revision. This process includes consolidating new sector-specific strategies, such as those focused on data and artificial intelligence, into a unified vision and updating objectives to align with evolving priorities including digital skills and infrastructure resilience. Extensive stakeholder engagement through workshops, interviews, and questionnaires is employed to incorporate diverse input. This structured approach ensures that the open data policy evolves responsively and remains strategically relevant, supported by the Ministry of Economic Affairs and Communications. Additionally, ongoing quality improvement initiatives and institutional responsibilities further strengthen governance and policy adaptation.

## Sources
(1): Arengukava uuendamine 2024 | Majandus- ja Kommunikatsiooniministeerium
https://mkm.ee/digiriik-ja-uhenduvus/digiuhiskonna-arengukava-2030/arengukava-uuendamine-2024
(2): Andmete ja tehisintellekti valge raamat 2024-2030
https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf
(3): Untitled source
https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919
(4): Avaandmete loomise ja avaldamise juhend | RIA andmevahetuse abikeskus
https://abi.ria.ee/teabevarav/avaandmete-loomise-ja-avaldamise-juhend
(5): IMPROVEMENTACTIONS ESTONIA
https://stat.ee/sites/default/files/2024-11/IMPROVEMENT%20ACTIONS%20ESTONIA.pdf
(6): Estonian data portal | RIA
https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal
(7): Eesti avatud valitsemise partnerluse tegevuskava 2022–2024
https://www.riigikantselei.ee/sites/default/files/documents/2022-09/Eesti%20avatud%20valitsemise%20partnerluse%20tegevuskava%202022-2024%20%28kinnitatud%29.pdf
(8): Eesti tegevuskava avatud valitsemise partnerluses osalemisel 2014-2016
http://avatudvalitsemine.ee/wp-content/uploads/2014/06/AVP-tegevuskava-2014-2016.pdf",95.0,sufficient,chroma_retrieval_experiment
